"county_id","county_name","district_id","district_name","line_no","account","line_desc","amount_1","amount_2","amount_3"
01,"Atlantic",0010,"Absecon City",580,"'10-303","Budgeted Fund Balance-Operating Budget",0.00,451904.00,350000.00
01,"Atlantic",0010,"Absecon City",620,"'10-309","Withdrawal from Capital Reserve for Excess Cost and Other Capital Projects",0.00,40000.00,12000.00
01,"Atlantic",0010,"Absecon City",630,"'10-310","Withdrawal from Maintenance Reserve",0.00,40000.00,20000.00
01,"Atlantic",0010,"Absecon City",640,"'10-311","Withdrawal from Tuition Reserve for Tuition Adjustments",0.00,135240.00,165030.00
01,"Atlantic",0010,"Absecon City",710,"'","Adjustment for Prior Year Encumbrances",0.00,773.00,0.00
01,"Atlantic",0010,"Absecon City",715,"'","Actual Revenues (Over)/Under Expenditures",-153421.00,0.00,0.00
01,"Atlantic",0010,"Absecon City",720,"'","Total Operating Budget",13360374.00,15680551.00,15894010.00
01,"Atlantic",0010,"Absecon City",760,"'20-3218","Preschool Education Aid",0.00,188730.00,691362.00
01,"Atlantic",0010,"Absecon City",765,"'20-32XX","Other Restricted Entitlements",256737.00,241604.00,241604.00
01,"Atlantic",0010,"Absecon City",770,"'","Total Revenues from State Sources",256737.00,430334.00,932966.00
01,"Atlantic",0010,"Absecon City",775,"'20-4411-4416","Title I",241640.00,255351.00,189434.00
01,"Atlantic",0010,"Absecon City",780,"'20-4451-4455","Title II",25485.00,43863.00,26820.00
01,"Atlantic",0010,"Absecon City",785,"'20-4491-4494","Title III",9069.00,13974.00,8972.00
01,"Atlantic",0010,"Absecon City",790,"'20-4471-4474","Title IV",2874.00,20518.00,17440.00
01,"Atlantic",0010,"Absecon City",805,"'20-4420-4429","I.D.E.A. Part B (Handicapped)",294032.00,308202.00,244642.00
01,"Atlantic",0010,"Absecon City",818,"'20-4527","Preschool Development Expansion Grant",383465.00,341945.00,0.00
01,"Atlantic",0010,"Absecon City",825,"'20-4XXX","Other",14875.00,9187.00,7392.00
01,"Atlantic",0010,"Absecon City",830,"'","Total Revenues from Federal Sources",971440.00,993040.00,494700.00
01,"Atlantic",0010,"Absecon City",836,"'20-5200","Transfers from Operating Budget-Pre-Kindergartenindergarten (Special Education)",0.00,0.00,10000.00
01,"Atlantic",0010,"Absecon City",840,"'","Total Grants and Entitlements",1228177.00,1423374.00,1437666.00
01,"Atlantic",0010,"Absecon City",845,"'40-5200","Transfers from Other Funds",582.00,0.00,0.00
01,"Atlantic",0010,"Absecon City",860,"'40-1210","Local Tax Levy",259380.00,260024.00,262660.00
01,"Atlantic",0010,"Absecon City",865,"'40-1510","Interest on Investments",10.00,10.00,10.00
01,"Atlantic",0010,"Absecon City",875,"'40-1XXX","Miscellaneous",10.00,10.00,10.00
01,"Atlantic",0010,"Absecon City",885,"'","Total Revenues from Local Sources",259390.00,260034.00,262670.00
01,"Atlantic",0010,"Absecon City",890,"'40-3160","Debt Service Aid Type II",134746.00,134361.00,135620.00
01,"Atlantic",0010,"Absecon City",892,"'40-303","Budgeted Fund Balance",0.00,787.00,592.00
01,"Atlantic",0010,"Absecon City",895,"'","Total Local Repayment of Debt",394718.00,395182.00,398882.00
01,"Atlantic",0010,"Absecon City",930,"'","Actual Revenues (Over)/Under Expenditures",1595.00,0.00,0.00
01,"Atlantic",0010,"Absecon City",935,"'","Total Repayment of Debt",396313.00,395182.00,398882.00
01,"Atlantic",0010,"Absecon City",1000,"'","Total Revenues/Sources",14984864.00,17499107.00,17730558.00
01,"Atlantic",0010,"Absecon City",1002,"'20-5200","Deduct Transfer-Transfers from Operating Budget-Pre-Kindergartenindergarten (Special Education)",0.00,0.00,10000.00
01,"Atlantic",0010,"Absecon City",1010,"'","Total Revenues/Sources Net of Transfers",14984864.00,17499107.00,17720558.00
01,"Atlantic",0110,"Atlantic City",100,"'10-1210","Local Tax Levy",81888890.00,81888890.00,81888890.00
01,"Atlantic",0110,"Atlantic City",190,"'10-1300","Total Tuition",7203479.00,5573339.00,5481359.00
01,"Atlantic",0110,"Atlantic City",260,"'10-1910","Rents and Royalties",27595.00,90000.00,90000.00
01,"Atlantic",0110,"Atlantic City",300,"'10-1XXX","Unrestricted Miscellaneous Revenues",1002691.00,83590.00,151863.00
01,"Atlantic",0110,"Atlantic City",330,"'10-1XXX","Interest Earned on Maintenance Reserve",0.00,2000.00,2000.00
01,"Atlantic",0110,"Atlantic City",340,"'10-1XXX","Interest Earned on Capital Reserve Funds",0.00,52137.00,52137.00
01,"Atlantic",0110,"Atlantic City",370,"'","Total Revenues from Local Sources",90122655.00,87689956.00,87666249.00
01,"Atlantic",0110,"Atlantic City",410,"'10-3116","School Choice Aid",212422.00,248683.00,198020.00
01,"Atlantic",0110,"Atlantic City",420,"'10-3121","Categorical Transportation Aid",1237600.00,1390702.00,1390702.00
01,"Atlantic",0110,"Atlantic City",430,"'10-3131","Extraordinary Aid",381714.00,0.00,0.00
01,"Atlantic",0110,"Atlantic City",440,"'10-3132","Categorical Special Education Aid",3676081.00,5369065.00,5620334.00
01,"Atlantic",0110,"Atlantic City",460,"'10-3176","Equalization Aid",8055052.00,9305052.00,22497852.00
01,"Atlantic",0110,"Atlantic City",470,"'10-3177","Categorical Security Aid",2501915.00,3248102.00,3248102.00
01,"Atlantic",0110,"Atlantic City",480,"'10-3178","Adjustment Aid",7594626.00,7482500.00,7482500.00
01,"Atlantic",0110,"Atlantic City",483,"'10-3181","PARCC Readiness Aid",67870.00,0.00,0.00
01,"Atlantic",0110,"Atlantic City",484,"'10-3182","Per Pupil Growth Aid",67870.00,0.00,0.00
01,"Atlantic",0110,"Atlantic City",485,"'10-3183","Professional Learning Community Aid",67695.00,0.00,0.00
01,"Atlantic",0110,"Atlantic City",486,"'10-3184","Host District Support Aid",856702.00,0.00,0.00
01,"Atlantic",0110,"Atlantic City",500,"'10-3XXX","Other State Aids",32009570.00,32000000.00,20000000.00
01,"Atlantic",0110,"Atlantic City",520,"'","Total Revenues from State Sources",56729117.00,59044104.00,60437510.00
01,"Atlantic",0110,"Atlantic City",531,"'10-4101","Impact Aid-8002 Or 8003 General",26439.00,41750.00,41750.00
01,"Atlantic",0110,"Atlantic City",540,"'10-4200","Medicaid Reimbursement",0.00,273018.00,247349.00
01,"Atlantic",0110,"Atlantic City",541,"'10-4210","ARRA/SEMI Revenue",310306.00,0.00,0.00
01,"Atlantic",0110,"Atlantic City",570,"'","Total Revenues from Federal Sources",336745.00,314768.00,289099.00
01,"Atlantic",0110,"Atlantic City",580,"'10-303","Budgeted Fund Balance-Operating Budget",0.00,15975120.00,16515398.00
01,"Atlantic",0110,"Atlantic City",640,"'10-311","Withdrawal from Tuition Reserve for Tuition Adjustments",0.00,942000.00,943000.00
01,"Atlantic",0110,"Atlantic City",680,"'10-5200","Transfers from Other Funds",22630.00,0.00,0.00
01,"Atlantic",0110,"Atlantic City",710,"'","Adjustment for Prior Year Encumbrances",0.00,1080192.00,0.00
01,"Atlantic",0110,"Atlantic City",715,"'","Actual Revenues (Over)/Under Expenditures",-14568503.00,0.00,0.00
01,"Atlantic",0110,"Atlantic City",720,"'","Total Operating Budget",132642644.00,165046140.00,165851256.00
01,"Atlantic",0110,"Atlantic City",740,"'20-1XXX","Other Revenue from Local Sources",13019.00,31178.00,0.00
01,"Atlantic",0110,"Atlantic City",745,"'20-1XXX","Total Revenues from Local Sources",13019.00,31178.00,0.00
01,"Atlantic",0110,"Atlantic City",755,"'20-3218","Preschool Education Aid-Prior Year Carryover",0.00,415989.00,175521.00
01,"Atlantic",0110,"Atlantic City",760,"'20-3218","Preschool Education Aid",3465783.00,3299360.00,6491121.00
01,"Atlantic",0110,"Atlantic City",765,"'20-32XX","Other Restricted Entitlements",91894.00,118817.00,100996.00
01,"Atlantic",0110,"Atlantic City",770,"'","Total Revenues from State Sources",3557677.00,3834166.00,6767638.00
01,"Atlantic",0110,"Atlantic City",775,"'20-4411-4416","Title I",4611365.00,5950181.00,5200655.00
01,"Atlantic",0110,"Atlantic City",780,"'20-4451-4455","Title II",445282.00,603833.00,353622.00
01,"Atlantic",0110,"Atlantic City",785,"'20-4491-4494","Title III",254419.00,253357.00,210214.00
01,"Atlantic",0110,"Atlantic City",790,"'20-4471-4474","Title IV",3907.00,335564.00,235561.00
01,"Atlantic",0110,"Atlantic City",805,"'20-4420-4429","I.D.E.A. Part B (Handicapped)",1752759.00,1828602.00,1549134.00
01,"Atlantic",0110,"Atlantic City",810,"'20-4430","Vocational Education",90880.00,90069.00,76559.00
01,"Atlantic",0110,"Atlantic City",818,"'20-4527","Preschool Development Expansion Grant",3256991.00,2893140.00,0.00
01,"Atlantic",0110,"Atlantic City",819,"'20-4527","Preschool Development Expansion Grant-Prior Year Carry Over",0.00,383495.00,0.00
01,"Atlantic",0110,"Atlantic City",825,"'20-4XXX","Other",111500.00,5164.00,0.00
01,"Atlantic",0110,"Atlantic City",830,"'","Total Revenues from Federal Sources",10527103.00,12343405.00,7625745.00
01,"Atlantic",0110,"Atlantic City",840,"'","Total Grants and Entitlements",14097799.00,16208749.00,14393383.00
01,"Atlantic",0110,"Atlantic City",845,"'40-5200","Transfers from Other Funds",67030.00,0.00,0.00
01,"Atlantic",0110,"Atlantic City",860,"'40-1210","Local Tax Levy",5883676.00,5896593.00,5897241.00
01,"Atlantic",0110,"Atlantic City",885,"'","Total Revenues from Local Sources",5883676.00,5896593.00,5897241.00
01,"Atlantic",0110,"Atlantic City",890,"'40-3160","Debt Service Aid Type II",498457.00,499210.00,498705.00
01,"Atlantic",0110,"Atlantic City",895,"'","Total Local Repayment of Debt",6449163.00,6395803.00,6395946.00
01,"Atlantic",0110,"Atlantic City",935,"'","Total Repayment of Debt",6449163.00,6395803.00,6395946.00
01,"Atlantic",0110,"Atlantic City",1000,"'","Total Revenues/Sources",153189606.00,187650692.00,186640585.00
01,"Atlantic",0110,"Atlantic City",1010,"'","Total Revenues/Sources Net of Transfers",153189606.00,187650692.00,186640585.00
01,"Atlantic",0120,"Atlantic Co Vocational",110,"'10-1210","County Tax Levy",4019431.00,4019431.00,4059626.00
01,"Atlantic",0120,"Atlantic Co Vocational",200,"'10-1310","Tuition from Local Education Authorities",12441474.00,13803742.00,15545619.00
01,"Atlantic",0120,"Atlantic Co Vocational",210,"'10-1310","Prior Year Tuition Adjustment from Local Education Authorities",3200202.00,0.00,0.00
01,"Atlantic",0120,"Atlantic Co Vocational",220,"'10-1320-1340","Other Tuition",355205.00,210000.00,210000.00
01,"Atlantic",0120,"Atlantic Co Vocational",260,"'10-1910","Rents and Royalties",15607.00,0.00,8000.00
01,"Atlantic",0120,"Atlantic Co Vocational",300,"'10-1XXX","Unrestricted Miscellaneous Revenues",16508.00,20000.00,12000.00
01,"Atlantic",0120,"Atlantic Co Vocational",330,"'10-1XXX","Interest Earned on Maintenance Reserve",0.00,100.00,100.00
01,"Atlantic",0120,"Atlantic Co Vocational",340,"'10-1XXX","Interest Earned on Capital Reserve Funds",0.00,400.00,400.00
01,"Atlantic",0120,"Atlantic Co Vocational",350,"'10-1XXX","Other Restricted Miscellaneous Revenues",60016.00,37500.00,37500.00
01,"Atlantic",0120,"Atlantic Co Vocational",370,"'","Total Revenues from Local Sources",20108443.00,18091173.00,19873245.00
01,"Atlantic",0120,"Atlantic Co Vocational",440,"'10-3132","Categorical Special Education Aid",480007.00,1417691.00,1417691.00
01,"Atlantic",0120,"Atlantic Co Vocational",460,"'10-3176","Equalization Aid",4336858.00,6668205.00,8179370.00
01,"Atlantic",0120,"Atlantic Co Vocational",470,"'10-3177","Categorical Security Aid",80831.00,601522.00,601522.00
01,"Atlantic",0120,"Atlantic Co Vocational",480,"'10-3178","Adjustment Aid",2.00,0.00,0.00
01,"Atlantic",0120,"Atlantic Co Vocational",483,"'10-3181","PARCC Readiness Aid",13060.00,0.00,0.00
01,"Atlantic",0120,"Atlantic Co Vocational",484,"'10-3182","Per Pupil Growth Aid",13060.00,0.00,0.00
01,"Atlantic",0120,"Atlantic Co Vocational",485,"'10-3183","Professional Learning Community Aid",16580.00,0.00,0.00
01,"Atlantic",0120,"Atlantic Co Vocational",490,"'10-3191","Aid for Adult and Post-Graduate Programs",20511.00,0.00,0.00
01,"Atlantic",0120,"Atlantic Co Vocational",520,"'","Total Revenues from State Sources",4960909.00,8687418.00,10198583.00
01,"Atlantic",0120,"Atlantic Co Vocational",540,"'10-4200","Medicaid Reimbursement",806.00,1508.00,17968.00
01,"Atlantic",0120,"Atlantic Co Vocational",570,"'","Total Revenues from Federal Sources",806.00,1508.00,17968.00
01,"Atlantic",0120,"Atlantic Co Vocational",580,"'10-303","Budgeted Fund Balance-Operating Budget",0.00,1875711.00,1282488.00
01,"Atlantic",0120,"Atlantic Co Vocational",620,"'10-309","Withdrawal from Capital Reserve for Excess Cost and Other Capital Projects",0.00,426000.00,0.00
01,"Atlantic",0120,"Atlantic Co Vocational",710,"'","Adjustment for Prior Year Encumbrances",0.00,850696.00,0.00
01,"Atlantic",0120,"Atlantic Co Vocational",715,"'","Actual Revenues (Over)/Under Expenditures",-638697.00,0.00,0.00
01,"Atlantic",0120,"Atlantic Co Vocational",720,"'","Total Operating Budget",24431461.00,29932506.00,31372284.00
01,"Atlantic",0120,"Atlantic Co Vocational",740,"'20-1XXX","Other Revenue from Local Sources",1800.00,81800.00,0.00
01,"Atlantic",0120,"Atlantic Co Vocational",745,"'20-1XXX","Total Revenues from Local Sources",1800.00,81800.00,0.00
01,"Atlantic",0120,"Atlantic Co Vocational",765,"'20-32XX","Other Restricted Entitlements",0.00,87828.00,0.00
01,"Atlantic",0120,"Atlantic Co Vocational",768,"'20-3700","State Grants Through Intermediate Sources",300123.00,296468.00,0.00
01,"Atlantic",0120,"Atlantic Co Vocational",770,"'","Total Revenues from State Sources",300123.00,384296.00,0.00
01,"Atlantic",0120,"Atlantic Co Vocational",775,"'20-4411-4416","Title I",460960.00,496386.00,421928.00
01,"Atlantic",0120,"Atlantic Co Vocational",780,"'20-4451-4455","Title II",63909.00,43209.00,0.00
01,"Atlantic",0120,"Atlantic Co Vocational",805,"'20-4420-4429","I.D.E.A. Part B (Handicapped)",259560.00,267283.00,227191.00
01,"Atlantic",0120,"Atlantic Co Vocational",810,"'20-4430","Vocational Education",192858.00,205699.00,174844.00
01,"Atlantic",0120,"Atlantic Co Vocational",830,"'","Total Revenues from Federal Sources",977287.00,1012577.00,823963.00
01,"Atlantic",0120,"Atlantic Co Vocational",840,"'","Total Grants and Entitlements",1279210.00,1478673.00,823963.00
01,"Atlantic",0120,"Atlantic Co Vocational",1000,"'","Total Revenues/Sources",25710671.00,31411179.00,32196247.00
01,"Atlantic",0120,"Atlantic Co Vocational",1010,"'","Total Revenues/Sources Net of Transfers",25710671.00,31411179.00,32196247.00
01,"Atlantic",0125,"Atlantic Co Special Serv",110,"'10-1210","County Tax Levy",2050096.00,2050096.00,2070597.00
01,"Atlantic",0125,"Atlantic Co Special Serv",200,"'10-1310","Tuition from Local Education Authorities",13927014.00,13834737.00,13930297.00
01,"Atlantic",0125,"Atlantic Co Special Serv",220,"'10-1320-1340","Other Tuition",548020.00,543400.00,133650.00
01,"Atlantic",0125,"Atlantic Co Special Serv",230,"'10-1350","Non-Resident Fees",177650.00,194400.00,203580.00
01,"Atlantic",0125,"Atlantic Co Special Serv",260,"'10-1910","Rents and Royalties",75000.00,93800.00,126800.00
01,"Atlantic",0125,"Atlantic Co Special Serv",280,"'10-1930","Sale of Property",0.00,0.00,25000.00
01,"Atlantic",0125,"Atlantic Co Special Serv",300,"'10-1XXX","Unrestricted Miscellaneous Revenues",128435.00,40120.00,27800.00
01,"Atlantic",0125,"Atlantic Co Special Serv",330,"'10-1XXX","Interest Earned on Maintenance Reserve",20.00,20.00,100.00
01,"Atlantic",0125,"Atlantic Co Special Serv",340,"'10-1XXX","Interest Earned on Capital Reserve Funds",100.00,100.00,200.00
01,"Atlantic",0125,"Atlantic Co Special Serv",370,"'","Total Revenues from Local Sources",16906335.00,16756673.00,16518024.00
01,"Atlantic",0125,"Atlantic Co Special Serv",540,"'10-4200","Medicaid Reimbursement",206294.00,175000.00,125000.00
01,"Atlantic",0125,"Atlantic Co Special Serv",570,"'","Total Revenues from Federal Sources",206294.00,175000.00,125000.00
01,"Atlantic",0125,"Atlantic Co Special Serv",580,"'10-303","Budgeted Fund Balance-Operating Budget",0.00,2164231.00,1843790.00
01,"Atlantic",0125,"Atlantic Co Special Serv",600,"'10-307","Withdrawal from Capital Reserve for Local Share",0.00,150000.00,0.00
01,"Atlantic",0125,"Atlantic Co Special Serv",630,"'10-310","Withdrawal from Maintenance Reserve",0.00,150000.00,196600.00
01,"Atlantic",0125,"Atlantic Co Special Serv",680,"'10-5200","Transfers from Other Funds",55216.00,0.00,0.00
01,"Atlantic",0125,"Atlantic Co Special Serv",700,"'10-5XXX","Other Financing Sources",183779.00,0.00,0.00
01,"Atlantic",0125,"Atlantic Co Special Serv",710,"'","Adjustment for Prior Year Encumbrances",0.00,143184.00,0.00
01,"Atlantic",0125,"Atlantic Co Special Serv",715,"'","Actual Revenues (Over)/Under Expenditures",630070.00,0.00,0.00
01,"Atlantic",0125,"Atlantic Co Special Serv",720,"'","Total Operating Budget",17981694.00,19539088.00,18683414.00
01,"Atlantic",0125,"Atlantic Co Special Serv",740,"'20-1XXX","Other Revenue from Local Sources",20588.00,0.00,0.00
01,"Atlantic",0125,"Atlantic Co Special Serv",745,"'20-1XXX","Total Revenues from Local Sources",20588.00,0.00,0.00
01,"Atlantic",0125,"Atlantic Co Special Serv",840,"'","Total Grants and Entitlements",20588.00,0.00,0.00
01,"Atlantic",0125,"Atlantic Co Special Serv",1000,"'","Total Revenues/Sources",18002282.00,19539088.00,18683414.00
01,"Atlantic",0125,"Atlantic Co Special Serv",1010,"'","Total Revenues/Sources Net of Transfers",18002282.00,19539088.00,18683414.00
01,"Atlantic",0570,"Brigantine City",100,"'10-1210","Local Tax Levy",15888114.00,15888114.00,15888114.00
01,"Atlantic",0570,"Brigantine City",190,"'10-1300","Total Tuition",109039.00,0.00,0.00
01,"Atlantic",0570,"Brigantine City",300,"'10-1XXX","Unrestricted Miscellaneous Revenues",213616.00,5000.00,5000.00
01,"Atlantic",0570,"Brigantine City",320,"'10-1XXX","Interest Earned On Current Expense Emergency Reserve",0.00,50.00,50.00
01,"Atlantic",0570,"Brigantine City",330,"'10-1XXX","Interest Earned on Maintenance Reserve",0.00,50.00,50.00
01,"Atlantic",0570,"Brigantine City",340,"'10-1XXX","Interest Earned on Capital Reserve Funds",0.00,100.00,100.00
01,"Atlantic",0570,"Brigantine City",370,"'","Total Revenues from Local Sources",16210769.00,15893314.00,15893314.00
01,"Atlantic",0570,"Brigantine City",420,"'10-3121","Categorical Transportation Aid",496944.00,496944.00,496944.00
01,"Atlantic",0570,"Brigantine City",430,"'10-3131","Extraordinary Aid",173580.00,0.00,0.00
01,"Atlantic",0570,"Brigantine City",440,"'10-3132","Categorical Special Education Aid",523861.00,532335.00,532335.00
01,"Atlantic",0570,"Brigantine City",470,"'10-3177","Categorical Security Aid",196809.00,196809.00,196809.00
01,"Atlantic",0570,"Brigantine City",480,"'10-3178","Adjustment Aid",1013566.00,969148.00,826474.00
01,"Atlantic",0570,"Brigantine City",483,"'10-3181","PARCC Readiness Aid",8560.00,0.00,0.00
01,"Atlantic",0570,"Brigantine City",484,"'10-3182","Per Pupil Growth Aid",8560.00,0.00,0.00
01,"Atlantic",0570,"Brigantine City",485,"'10-3183","Professional Learning Community Aid",7460.00,0.00,0.00
01,"Atlantic",0570,"Brigantine City",500,"'10-3XXX","Other State Aids",10648.00,0.00,0.00
01,"Atlantic",0570,"Brigantine City",520,"'","Total Revenues from State Sources",2439988.00,2195236.00,2052562.00
01,"Atlantic",0570,"Brigantine City",540,"'10-4200","Medicaid Reimbursement",3514.00,0.00,20776.00
01,"Atlantic",0570,"Brigantine City",570,"'","Total Revenues from Federal Sources",3514.00,0.00,20776.00
01,"Atlantic",0570,"Brigantine City",580,"'10-303","Budgeted Fund Balance-Operating Budget",0.00,1599842.00,1687198.00
01,"Atlantic",0570,"Brigantine City",600,"'10-307","Withdrawal from Capital Reserve for Local Share",0.00,670900.00,0.00
01,"Atlantic",0570,"Brigantine City",710,"'","Adjustment for Prior Year Encumbrances",0.00,13274.00,0.00
01,"Atlantic",0570,"Brigantine City",715,"'","Actual Revenues (Over)/Under Expenditures",-389352.00,0.00,0.00
01,"Atlantic",0570,"Brigantine City",720,"'","Total Operating Budget",18264919.00,20372566.00,19653850.00
01,"Atlantic",0570,"Brigantine City",740,"'20-1XXX","Other Revenue from Local Sources",1150.00,1600.00,0.00
01,"Atlantic",0570,"Brigantine City",745,"'20-1XXX","Total Revenues from Local Sources",1150.00,1600.00,0.00
01,"Atlantic",0570,"Brigantine City",760,"'20-3218","Preschool Education Aid",119488.00,834399.00,832195.00
01,"Atlantic",0570,"Brigantine City",770,"'","Total Revenues from State Sources",119488.00,834399.00,832195.00
01,"Atlantic",0570,"Brigantine City",775,"'20-4411-4416","Title I",305203.00,301023.00,231769.00
01,"Atlantic",0570,"Brigantine City",780,"'20-4451-4455","Title II",40148.00,39980.00,33983.00
01,"Atlantic",0570,"Brigantine City",790,"'20-4471-4474","Title IV",3276.00,15701.00,7630.00
01,"Atlantic",0570,"Brigantine City",805,"'20-4420-4429","I.D.E.A. Part B (Handicapped)",223939.00,220901.00,187766.00
01,"Atlantic",0570,"Brigantine City",825,"'20-4XXX","Other",31500.00,0.00,0.00
01,"Atlantic",0570,"Brigantine City",830,"'","Total Revenues from Federal Sources",604066.00,577605.00,461148.00
01,"Atlantic",0570,"Brigantine City",835,"'20-5200","Transfers from Operating Budget-Pre-Kindergartenindergartenindergartenindergartenindergarten",219864.00,219918.00,109034.00
01,"Atlantic",0570,"Brigantine City",840,"'","Total Grants and Entitlements",944568.00,1633522.00,1402377.00
01,"Atlantic",0570,"Brigantine City",1000,"'","Total Revenues/Sources",19209487.00,22006088.00,21056227.00
01,"Atlantic",0570,"Brigantine City",1001,"'20-5200","Deduct Transfer-Transfers from Operating Budget-Pre-Kindergartenindergartenindergartenindergartenind",219864.00,219918.00,109034.00
01,"Atlantic",0570,"Brigantine City",1010,"'","Total Revenues/Sources Net of Transfers",18989623.00,21786170.00,20947193.00
01,"Atlantic",0590,"Buena Regional",100,"'10-1210","Local Tax Levy",13307628.00,13573781.00,13939054.00
01,"Atlantic",0590,"Buena Regional",190,"'10-1300","Total Tuition",1205273.00,1085000.00,1263570.00
01,"Atlantic",0590,"Buena Regional",250,"'10-1420-1440","Transportation Fees from Other Local Education Authorities",166011.00,355878.00,100000.00
01,"Atlantic",0590,"Buena Regional",300,"'10-1XXX","Unrestricted Miscellaneous Revenues",427096.00,255283.00,291590.00
01,"Atlantic",0590,"Buena Regional",340,"'10-1XXX","Interest Earned on Capital Reserve Funds",0.00,1100.00,1300.00
01,"Atlantic",0590,"Buena Regional",370,"'","Total Revenues from Local Sources",15106008.00,15271042.00,15595514.00
01,"Atlantic",0590,"Buena Regional",420,"'10-3121","Categorical Transportation Aid",207040.00,175973.00,175973.00
01,"Atlantic",0590,"Buena Regional",430,"'10-3131","Extraordinary Aid",181998.00,200000.00,200000.00
01,"Atlantic",0590,"Buena Regional",440,"'10-3132","Categorical Special Education Aid",1134901.00,1134901.00,1134901.00
01,"Atlantic",0590,"Buena Regional",460,"'10-3176","Equalization Aid",17468408.00,17468408.00,17269149.00
01,"Atlantic",0590,"Buena Regional",470,"'10-3177","Categorical Security Aid",556813.00,556813.00,556813.00
01,"Atlantic",0590,"Buena Regional",483,"'10-3181","PARCC Readiness Aid",18580.00,0.00,0.00
01,"Atlantic",0590,"Buena Regional",484,"'10-3182","Per Pupil Growth Aid",18580.00,0.00,0.00
01,"Atlantic",0590,"Buena Regional",485,"'10-3183","Professional Learning Community Aid",17170.00,0.00,0.00
01,"Atlantic",0590,"Buena Regional",500,"'10-3XXX","Other State Aids",26970.00,0.00,0.00
01,"Atlantic",0590,"Buena Regional",520,"'","Total Revenues from State Sources",19630460.00,19536095.00,19336836.00
01,"Atlantic",0590,"Buena Regional",540,"'10-4200","Medicaid Reimbursement",121451.00,85639.00,92545.00
01,"Atlantic",0590,"Buena Regional",570,"'","Total Revenues from Federal Sources",121451.00,85639.00,92545.00
01,"Atlantic",0590,"Buena Regional",580,"'10-303","Budgeted Fund Balance-Operating Budget",0.00,1966022.00,2130760.00
01,"Atlantic",0590,"Buena Regional",600,"'10-307","Withdrawal from Capital Reserve for Local Share",0.00,0.00,370000.00
01,"Atlantic",0590,"Buena Regional",680,"'10-5200","Transfers from Other Funds",568501.00,0.00,0.00
01,"Atlantic",0590,"Buena Regional",710,"'","Adjustment for Prior Year Encumbrances",0.00,474566.00,0.00
01,"Atlantic",0590,"Buena Regional",715,"'","Actual Revenues (Over)/Under Expenditures",-1089883.00,0.00,0.00
01,"Atlantic",0590,"Buena Regional",720,"'","Total Operating Budget",34336537.00,37333364.00,37525655.00
01,"Atlantic",0590,"Buena Regional",740,"'20-1XXX","Other Revenue from Local Sources",24868.00,0.00,0.00
01,"Atlantic",0590,"Buena Regional",745,"'20-1XXX","Total Revenues from Local Sources",24868.00,0.00,0.00
01,"Atlantic",0590,"Buena Regional",755,"'20-3218","Preschool Education Aid-Prior Year Carryover",0.00,19014.00,15314.00
01,"Atlantic",0590,"Buena Regional",760,"'20-3218","Preschool Education Aid",405249.00,433960.00,440268.00
