"county_id","county_name","district_id","district_name","line_desc","year_1","year_2","year_3","year_4","year_5"
01,"Atlantic",0120,"Atlantic Co Vocational","Support Services-Salaries and Benefits",1307,1322,1402,1531,1707
01,"Atlantic",0120,"Atlantic Co Vocational","Total Administrative Costs",1490,1410,1610,1572,1708
01,"Atlantic",0120,"Atlantic Co Vocational","Administration Salaries and Benefits",1019,996,1166,1133,1253
01,"Atlantic",0120,"Atlantic Co Vocational","Total Operations and Maintenance of Plant",2418,2458,2712,2737,2872
01,"Atlantic",0120,"Atlantic Co Vocational","Operations and Maintenance-Salaries and Benefits",1255,1298,1473,1464,1571
01,"Atlantic",0120,"Atlantic Co Vocational","Board Contribution to Food Services",0,0,0,0,0
01,"Atlantic",0120,"Atlantic Co Vocational","Total Extracurricular Costs",308,333,436,425,475
01,"Atlantic",0120,"Atlantic Co Vocational","Total Equipment Costs",123,102,275,276,194
01,"Atlantic",0120,"Atlantic Co Vocational","Legal Costs",17,23,22,21,24
01,"Atlantic",0120,"Atlantic Co Vocational","Employee Benefits as a percentage of salaries","33.39%","34.81%","36.52%","36.16%","39.91%"
01,"Atlantic",0125,"Atlantic Co Special Serv","Total Budgetary Comparative Per Pupil Cost",49575,51102,54979,62257,58965
01,"Atlantic",0125,"Atlantic Co Special Serv","Total Classroom Instruction",27445,28405,30408,33769,32033
01,"Atlantic",0125,"Atlantic Co Special Serv","Classroom-Salaries and Benefits",26468,26878,28718,31471,29972
01,"Atlantic",0125,"Atlantic Co Special Serv","Classroom-General Supplies and Textbooks",257,263,390,418,317
01,"Atlantic",0125,"Atlantic Co Special Serv","Classroom-Purchased Services",720,1264,1300,1880,1744
01,"Atlantic",0125,"Atlantic Co Special Serv","Total Support Services",10105,10138,10903,12852,12115
01,"Atlantic",0125,"Atlantic Co Special Serv","Support Services-Salaries and Benefits",9661,9591,10263,12197,11617
01,"Atlantic",0125,"Atlantic Co Special Serv","Total Administrative Costs",6155,6543,7058,8008,7381
01,"Atlantic",0125,"Atlantic Co Special Serv","Administration Salaries and Benefits",5286,5363,5909,6715,6018
01,"Atlantic",0125,"Atlantic Co Special Serv","Total Operations and Maintenance of Plant",5321,5670,6604,7620,7301
01,"Atlantic",0125,"Atlantic Co Special Serv","Operations and Maintenance-Salaries and Benefits",2798,2994,3538,4032,3857
01,"Atlantic",0125,"Atlantic Co Special Serv","Board Contribution to Food Services",548,345,0,0,127
01,"Atlantic",0125,"Atlantic Co Special Serv","Total Extracurricular Costs",0,0,0,0,0
01,"Atlantic",0125,"Atlantic Co Special Serv","Total Equipment Costs",92,371,49,182,33
01,"Atlantic",0125,"Atlantic Co Special Serv","Legal Costs",98,146,115,143,159
01,"Atlantic",0125,"Atlantic Co Special Serv","Employee Benefits as a percentage of salaries","43.13%","43.59%","48.76%","49.14%","48.49%"
01,"Atlantic",0570,"Brigantine City","Total Budgetary Comparative Per Pupil Cost",21954,23063,25021,27165,26493
01,"Atlantic",0570,"Brigantine City","Total Classroom Instruction",13808,14568,15549,16978,16686
01,"Atlantic",0570,"Brigantine City","Classroom-Salaries and Benefits",13342,14212,14927,16214,16009
01,"Atlantic",0570,"Brigantine City","Classroom-General Supplies and Textbooks",310,264,438,547,466
01,"Atlantic",0570,"Brigantine City","Classroom-Purchased Services",155,92,184,217,211
01,"Atlantic",0570,"Brigantine City","Total Support Services",3177,3511,3796,4181,4100
01,"Atlantic",0570,"Brigantine City","Support Services-Salaries and Benefits",2699,3122,3288,3553,3451
01,"Atlantic",0570,"Brigantine City","Total Administrative Costs",2039,1984,2080,2212,1947
01,"Atlantic",0570,"Brigantine City","Administration Salaries and Benefits",1653,1611,1659,1755,1511
01,"Atlantic",0570,"Brigantine City","Total Operations and Maintenance of Plant",2674,2751,3256,3435,3410
01,"Atlantic",0570,"Brigantine City","Operations and Maintenance-Salaries and Benefits",1551,1661,1815,1939,1844
01,"Atlantic",0570,"Brigantine City","Board Contribution to Food Services",0,0,0,0,0
01,"Atlantic",0570,"Brigantine City","Total Extracurricular Costs",243,237,330,348,336
01,"Atlantic",0570,"Brigantine City","Total Equipment Costs",268,169,305,372,322
01,"Atlantic",0570,"Brigantine City","Legal Costs",19,13,52,54,53
01,"Atlantic",0570,"Brigantine City","Employee Benefits as a percentage of salaries","31.85%","32.99%","37.74%","39.88%","40.37%"
01,"Atlantic",0590,"Buena Regional","Total Budgetary Comparative Per Pupil Cost",16027,16313,17463,18535,18051
01,"Atlantic",0590,"Buena Regional","Total Classroom Instruction",9657,9648,10330,10509,10289
01,"Atlantic",0590,"Buena Regional","Classroom-Salaries and Benefits",9296,9243,9408,9918,9764
01,"Atlantic",0590,"Buena Regional","Classroom-General Supplies and Textbooks",116,125,171,191,197
01,"Atlantic",0590,"Buena Regional","Classroom-Purchased Services",244,281,751,401,327
01,"Atlantic",0590,"Buena Regional","Total Support Services",2409,2558,2711,2870,2958
01,"Atlantic",0590,"Buena Regional","Support Services-Salaries and Benefits",1944,2056,1862,2178,2350
01,"Atlantic",0590,"Buena Regional","Total Administrative Costs",1826,1828,1933,2153,2093
01,"Atlantic",0590,"Buena Regional","Administration Salaries and Benefits",1446,1432,1445,1418,1536
01,"Atlantic",0590,"Buena Regional","Total Operations and Maintenance of Plant",1678,1794,1943,2445,2129
01,"Atlantic",0590,"Buena Regional","Operations and Maintenance-Salaries and Benefits",788,833,935,936,888
01,"Atlantic",0590,"Buena Regional","Board Contribution to Food Services",0,0,0,0,0
01,"Atlantic",0590,"Buena Regional","Total Extracurricular Costs",457,485,546,558,579
01,"Atlantic",0590,"Buena Regional","Total Equipment Costs",127,175,220,254,273
01,"Atlantic",0590,"Buena Regional","Legal Costs",20,26,28,40,29
01,"Atlantic",0590,"Buena Regional","Employee Benefits as a percentage of salaries","34.92%","35.58%","37.49%","33.53%","33.94%"
01,"Atlantic",1300,"Egg Harbor City","Total Budgetary Comparative Per Pupil Cost",15010,13439,14374,15403,15458
01,"Atlantic",1300,"Egg Harbor City","Total Classroom Instruction",8990,7965,8290,8334,8943
01,"Atlantic",1300,"Egg Harbor City","Classroom-Salaries and Benefits",8415,7508,7692,7749,8291
01,"Atlantic",1300,"Egg Harbor City","Classroom-General Supplies and Textbooks",321,273,368,348,463
01,"Atlantic",1300,"Egg Harbor City","Classroom-Purchased Services",254,185,230,237,190
01,"Atlantic",1300,"Egg Harbor City","Total Support Services",2437,2247,2429,2691,2658
01,"Atlantic",1300,"Egg Harbor City","Support Services-Salaries and Benefits",2232,2024,2196,2244,2264
01,"Atlantic",1300,"Egg Harbor City","Total Administrative Costs",1665,1479,1569,1765,1566
01,"Atlantic",1300,"Egg Harbor City","Administration Salaries and Benefits",1400,1239,1279,1462,1276
01,"Atlantic",1300,"Egg Harbor City","Total Operations and Maintenance of Plant",1795,1626,1924,2446,2123
01,"Atlantic",1300,"Egg Harbor City","Operations and Maintenance-Salaries and Benefits",799,715,904,929,1074
01,"Atlantic",1300,"Egg Harbor City","Board Contribution to Food Services",0,0,0,0,0
01,"Atlantic",1300,"Egg Harbor City","Total Extracurricular Costs",122,121,162,166,167
01,"Atlantic",1300,"Egg Harbor City","Total Equipment Costs",0,0,358,85,0
01,"Atlantic",1300,"Egg Harbor City","Legal Costs",2,2,9,9,9
01,"Atlantic",1300,"Egg Harbor City","Employee Benefits as a percentage of salaries","34.91%","28.08%","31.32%","31.03%","34.94%"
01,"Atlantic",1310,"Egg Harbor Twp","Total Budgetary Comparative Per Pupil Cost",14184,14330,15683,15397,16191
01,"Atlantic",1310,"Egg Harbor Twp","Total Classroom Instruction",8574,8517,9294,8968,9372
01,"Atlantic",1310,"Egg Harbor Twp","Classroom-Salaries and Benefits",8106,8139,8952,8652,9028
01,"Atlantic",1310,"Egg Harbor Twp","Classroom-General Supplies and Textbooks",192,173,172,149,177
01,"Atlantic",1310,"Egg Harbor Twp","Classroom-Purchased Services",276,206,171,167,167
01,"Atlantic",1310,"Egg Harbor Twp","Total Support Services",2548,2710,2963,2903,3228
01,"Atlantic",1310,"Egg Harbor Twp","Support Services-Salaries and Benefits",2341,2419,2726,2576,2950
01,"Atlantic",1310,"Egg Harbor Twp","Total Administrative Costs",1180,1192,1275,1381,1269
01,"Atlantic",1310,"Egg Harbor Twp","Administration Salaries and Benefits",971,972,1052,1150,1047
01,"Atlantic",1310,"Egg Harbor Twp","Total Operations and Maintenance of Plant",1577,1605,1820,1830,1946
01,"Atlantic",1310,"Egg Harbor Twp","Operations and Maintenance-Salaries and Benefits",1014,1009,1108,1071,1137
01,"Atlantic",1310,"Egg Harbor Twp","Board Contribution to Food Services",0,0,0,0,0
01,"Atlantic",1310,"Egg Harbor Twp","Total Extracurricular Costs",164,169,175,170,199
01,"Atlantic",1310,"Egg Harbor Twp","Total Equipment Costs",79,85,42,130,5
01,"Atlantic",1310,"Egg Harbor Twp","Legal Costs",33,36,34,36,41
01,"Atlantic",1310,"Egg Harbor Twp","Employee Benefits as a percentage of salaries","40.17%","38.62%","40.97%","39.57%","40.27%"
01,"Atlantic",1410,"Estell Manor City","Total Budgetary Comparative Per Pupil Cost",16910,16868,17737,17682,18014
01,"Atlantic",1410,"Estell Manor City","Total Classroom Instruction",9876,9896,10291,10154,10406
01,"Atlantic",1410,"Estell Manor City","Classroom-Salaries and Benefits",9174,9335,9539,9644,10094
01,"Atlantic",1410,"Estell Manor City","Classroom-General Supplies and Textbooks",584,506,680,438,250
01,"Atlantic",1410,"Estell Manor City","Classroom-Purchased Services",118,55,72,73,62
01,"Atlantic",1410,"Estell Manor City","Total Support Services",2340,2157,2504,2531,2661
01,"Atlantic",1410,"Estell Manor City","Support Services-Salaries and Benefits",2037,1908,2142,2166,2273
01,"Atlantic",1410,"Estell Manor City","Total Administrative Costs",2062,1982,1826,1846,1845
01,"Atlantic",1410,"Estell Manor City","Administration Salaries and Benefits",1463,1628,1377,1392,1421
01,"Atlantic",1410,"Estell Manor City","Total Operations and Maintenance of Plant",2535,2728,2849,2881,2860
01,"Atlantic",1410,"Estell Manor City","Operations and Maintenance-Salaries and Benefits",1146,1237,1322,1337,1321
01,"Atlantic",1410,"Estell Manor City","Board Contribution to Food Services",0,0,0,0,0
01,"Atlantic",1410,"Estell Manor City","Total Extracurricular Costs",46,28,153,154,137
01,"Atlantic",1410,"Estell Manor City","Total Equipment Costs",0,0,0,0,0
01,"Atlantic",1410,"Estell Manor City","Legal Costs",62,88,54,55,67
01,"Atlantic",1410,"Estell Manor City","Employee Benefits as a percentage of salaries","31.15%","36.89%","36.70%","36.70%","32.70%"
01,"Atlantic",1540,"Folsom Boro","Total Budgetary Comparative Per Pupil Cost",13263,14118,15288,15060,14669
01,"Atlantic",1540,"Folsom Boro","Total Classroom Instruction",8251,8648,9077,8932,8898
01,"Atlantic",1540,"Folsom Boro","Classroom-Salaries and Benefits",7677,8112,8347,8221,8365
01,"Atlantic",1540,"Folsom Boro","Classroom-General Supplies and Textbooks",365,258,405,360,316
01,"Atlantic",1540,"Folsom Boro","Classroom-Purchased Services",209,278,325,351,217
01,"Atlantic",1540,"Folsom Boro","Total Support Services",2241,2439,2730,2688,2608
01,"Atlantic",1540,"Folsom Boro","Support Services-Salaries and Benefits",2060,2234,2495,2456,2404
01,"Atlantic",1540,"Folsom Boro","Total Administrative Costs",1376,1418,1679,1784,1491
01,"Atlantic",1540,"Folsom Boro","Administration Salaries and Benefits",990,1094,1129,1113,1138
01,"Atlantic",1540,"Folsom Boro","Total Operations and Maintenance of Plant",1268,1465,1625,1482,1489
01,"Atlantic",1540,"Folsom Boro","Operations and Maintenance-Salaries and Benefits",608,637,699,689,681
01,"Atlantic",1540,"Folsom Boro","Board Contribution to Food Services",0,0,0,0,0
01,"Atlantic",1540,"Folsom Boro","Total Extracurricular Costs",122,142,167,165,175
01,"Atlantic",1540,"Folsom Boro","Total Equipment Costs",9,15,0,49,0
01,"Atlantic",1540,"Folsom Boro","Legal Costs",44,18,51,50,38
01,"Atlantic",1540,"Folsom Boro","Employee Benefits as a percentage of salaries","32.60%","35.57%","38.80%","38.82%","37.02%"
01,"Atlantic",1690,"Galloway Twp","Total Budgetary Comparative Per Pupil Cost",15104,15314,16783,16744,17032
01,"Atlantic",1690,"Galloway Twp","Total Classroom Instruction",9841,10140,11152,10880,11209
01,"Atlantic",1690,"Galloway Twp","Classroom-Salaries and Benefits",9563,9854,10735,10453,10735
01,"Atlantic",1690,"Galloway Twp","Classroom-General Supplies and Textbooks",212,214,347,348,407
01,"Atlantic",1690,"Galloway Twp","Classroom-Purchased Services",66,72,70,79,68
01,"Atlantic",1690,"Galloway Twp","Total Support Services",2230,2095,2354,2380,2567
01,"Atlantic",1690,"Galloway Twp","Support Services-Salaries and Benefits",2055,1932,2143,2129,2259
01,"Atlantic",1690,"Galloway Twp","Total Administrative Costs",1370,1386,1569,1684,1571
01,"Atlantic",1690,"Galloway Twp","Administration Salaries and Benefits",1212,1223,1350,1432,1345
01,"Atlantic",1690,"Galloway Twp","Total Operations and Maintenance of Plant",1617,1645,1650,1745,1627
01,"Atlantic",1690,"Galloway Twp","Operations and Maintenance-Salaries and Benefits",800,833,886,864,878
01,"Atlantic",1690,"Galloway Twp","Board Contribution to Food Services",0,0,0,0,0
01,"Atlantic",1690,"Galloway Twp","Total Extracurricular Costs",35,37,44,43,45
01,"Atlantic",1690,"Galloway Twp","Total Equipment Costs",14,0,0,0,9
01,"Atlantic",1690,"Galloway Twp","Legal Costs",8,7,11,11,16
01,"Atlantic",1690,"Galloway Twp","Employee Benefits as a percentage of salaries","33.99%","35.45%","40.78%","39.34%","42.57%"
01,"Atlantic",1790,"Greater Egg Harbor Reg","Total Budgetary Comparative Per Pupil Cost",16791,16523,17060,17276,17985
01,"Atlantic",1790,"Greater Egg Harbor Reg","Total Classroom Instruction",10439,9222,9386,9489,9990
01,"Atlantic",1790,"Greater Egg Harbor Reg","Classroom-Salaries and Benefits",9691,8358,8379,8451,8872
01,"Atlantic",1790,"Greater Egg Harbor Reg","Classroom-General Supplies and Textbooks",366,258,373,397,394
01,"Atlantic",1790,"Greater Egg Harbor Reg","Classroom-Purchased Services",383,606,634,641,724
01,"Atlantic",1790,"Greater Egg Harbor Reg","Total Support Services",1765,2156,2242,2257,2233
01,"Atlantic",1790,"Greater Egg Harbor Reg","Support Services-Salaries and Benefits",1605,2002,2036,2063,2079
01,"Atlantic",1790,"Greater Egg Harbor Reg","Total Administrative Costs",1459,1751,1790,1854,1851
01,"Atlantic",1790,"Greater Egg Harbor Reg","Administration Salaries and Benefits",952,1236,1278,1289,1315
01,"Atlantic",1790,"Greater Egg Harbor Reg","Total Operations and Maintenance of Plant",2286,2459,2622,2646,2813
01,"Atlantic",1790,"Greater Egg Harbor Reg","Operations and Maintenance-Salaries and Benefits",1232,1398,1376,1388,1424
01,"Atlantic",1790,"Greater Egg Harbor Reg","Board Contribution to Food Services",0,0,0,0,0
01,"Atlantic",1790,"Greater Egg Harbor Reg","Total Extracurricular Costs",842,919,1004,1013,1079
01,"Atlantic",1790,"Greater Egg Harbor Reg","Total Equipment Costs",28,1,0,0,0
01,"Atlantic",1790,"Greater Egg Harbor Reg","Legal Costs",20,25,26,26,26
01,"Atlantic",1790,"Greater Egg Harbor Reg","Employee Benefits as a percentage of salaries","27.52%","28.67%","29.46%","29.16%","28.06%"
01,"Atlantic",1940,"Hamilton Twp","Total Budgetary Comparative Per Pupil Cost",11966,13217,13792,14469,14691
01,"Atlantic",1940,"Hamilton Twp","Total Classroom Instruction",7845,8508,8924,9342,9371
01,"Atlantic",1940,"Hamilton Twp","Classroom-Salaries and Benefits",7520,8176,8525,8917,8998
01,"Atlantic",1940,"Hamilton Twp","Classroom-General Supplies and Textbooks",249,262,308,330,283
01,"Atlantic",1940,"Hamilton Twp","Classroom-Purchased Services",76,71,91,96,91
01,"Atlantic",1940,"Hamilton Twp","Total Support Services",1565,1890,2049,2228,2404
01,"Atlantic",1940,"Hamilton Twp","Support Services-Salaries and Benefits",1458,1693,1874,2022,2211
01,"Atlantic",1940,"Hamilton Twp","Total Administrative Costs",1185,1314,1332,1367,1367
01,"Atlantic",1940,"Hamilton Twp","Administration Salaries and Benefits",985,1097,1085,1109,1134
01,"Atlantic",1940,"Hamilton Twp","Total Operations and Maintenance of Plant",1312,1443,1422,1464,1482
01,"Atlantic",1940,"Hamilton Twp","Operations and Maintenance-Salaries and Benefits",696,733,762,771,791
01,"Atlantic",1940,"Hamilton Twp","Board Contribution to Food Services",0,0,0,0,0
01,"Atlantic",1940,"Hamilton Twp","Total Extracurricular Costs",53,56,60,62,61
01,"Atlantic",1940,"Hamilton Twp","Total Equipment Costs",17,29,0,3,0
01,"Atlantic",1940,"Hamilton Twp","Legal Costs",14,16,25,26,25
01,"Atlantic",1940,"Hamilton Twp","Employee Benefits as a percentage of salaries","34.19%","35.01%","37.97%","35.24%","37.50%"
01,"Atlantic",1960,"Hammonton Town","Total Budgetary Comparative Per Pupil Cost",11253,11582,11982,12188,12677
01,"Atlantic",1960,"Hammonton Town","Total Classroom Instruction",6832,7000,7349,7373,7698
01,"Atlantic",1960,"Hammonton Town","Classroom-Salaries and Benefits",6558,6762,7103,7044,7435
01,"Atlantic",1960,"Hammonton Town","Classroom-General Supplies and Textbooks",227,192,189,266,198
01,"Atlantic",1960,"Hammonton Town","Classroom-Purchased Services",47,45,57,63,65
01,"Atlantic",1960,"Hammonton Town","Total Support Services",1591,1605,1707,1751,1850
01,"Atlantic",1960,"Hammonton Town","Support Services-Salaries and Benefits",1422,1449,1506,1527,1633
01,"Atlantic",1960,"Hammonton Town","Total Administrative Costs",1171,1206,1280,1319,1322
01,"Atlantic",1960,"Hammonton Town","Administration Salaries and Benefits",931,987,1019,1035,1045
01,"Atlantic",1960,"Hammonton Town","Total Operations and Maintenance of Plant",1267,1363,1218,1337,1381
01,"Atlantic",1960,"Hammonton Town","Operations and Maintenance-Salaries and Benefits",523,575,584,645,696
01,"Atlantic",1960,"Hammonton Town","Board Contribution to Food Services",0,22,0,0,0
01,"Atlantic",1960,"Hammonton Town","Total Extracurricular Costs",287,283,307,303,315
01,"Atlantic",1960,"Hammonton Town","Total Equipment Costs",47,24,7,49,29
01,"Atlantic",1960,"Hammonton Town","Legal Costs",39,35,41,41,42
01,"Atlantic",1960,"Hammonton Town","Employee Benefits as a percentage of salaries","27.84%","27.42%","29.56%","26.54%","26.84%"
01,"Atlantic",2680,"Linwood City","Total Budgetary Comparative Per Pupil Cost",15079,15919,17371,16915,17379
01,"Atlantic",2680,"Linwood City","Total Classroom Instruction",9037,9315,10155,9829,10215
01,"Atlantic",2680,"Linwood City","Classroom-Salaries and Benefits",8656,8933,9745,9433,9832
01,"Atlantic",2680,"Linwood City","Classroom-General Supplies and Textbooks",319,277,309,296,259
01,"Atlantic",2680,"Linwood City","Classroom-Purchased Services",62,106,101,100,124
01,"Atlantic",2680,"Linwood City","Total Support Services",2450,2496,2902,2831,2948
01,"Atlantic",2680,"Linwood City","Support Services-Salaries and Benefits",2273,2303,2653,2558,2677
01,"Atlantic",2680,"Linwood City","Total Administrative Costs",1725,1917,2026,2014,2003
01,"Atlantic",2680,"Linwood City","Administration Salaries and Benefits",1293,1499,1571,1532,1519
01,"Atlantic",2680,"Linwood City","Total Operations and Maintenance of Plant",1726,2041,2092,2049,2024
01,"Atlantic",2680,"Linwood City","Operations and Maintenance-Salaries and Benefits",817,876,921,905,923
01,"Atlantic",2680,"Linwood City","Board Contribution to Food Services",0,0,0,0,0
01,"Atlantic",2680,"Linwood City","Total Extracurricular Costs",126,149,196,192,189
01,"Atlantic",2680,"Linwood City","Total Equipment Costs",22,43,72,70,21
01,"Atlantic",2680,"Linwood City","Legal Costs",93,91,62,82,91
01,"Atlantic",2680,"Linwood City","Employee Benefits as a percentage of salaries","33.16%","35.24%","37.57%","37.51%","37.77%"
01,"Atlantic",2910,"Mainland Regional","Total Budgetary Comparative Per Pupil Cost",17881,18338,19748,20696,21468
01,"Atlantic",2910,"Mainland Regional","Total Classroom Instruction",10305,10646,11184,11795,12132
01,"Atlantic",2910,"Mainland Regional","Classroom-Salaries and Benefits",10043,10369,10863,11451,11749
01,"Atlantic",2910,"Mainland Regional","Classroom-General Supplies and Textbooks",261,277,321,344,383
01,"Atlantic",2910,"Mainland Regional","Classroom-Purchased Services",0,0,0,0,0
01,"Atlantic",2910,"Mainland Regional","Total Support Services",2499,2651,2777,3050,2858
01,"Atlantic",2910,"Mainland Regional","Support Services-Salaries and Benefits",2301,2441,2476,2730,2619
01,"Atlantic",2910,"Mainland Regional","Total Administrative Costs",1320,1416,1591,1625,1591
01,"Atlantic",2910,"Mainland Regional","Administration Salaries and Benefits",1086,1182,1173,1188,1171
01,"Atlantic",2910,"Mainland Regional","Total Operations and Maintenance of Plant",2194,2250,2801,2735,2804
01,"Atlantic",2910,"Mainland Regional","Operations and Maintenance-Salaries and Benefits",1038,1219,1223,1324,1320
01,"Atlantic",2910,"Mainland Regional","Board Contribution to Food Services",229,2,78,82,592
01,"Atlantic",2910,"Mainland Regional","Total Extracurricular Costs",1100,1118,1081,1151,1227
01,"Atlantic",2910,"Mainland Regional","Total Equipment Costs",149,118,117,153,285
01,"Atlantic",2910,"Mainland Regional","Legal Costs",18,21,35,37,37
01,"Atlantic",2910,"Mainland Regional","Employee Benefits as a percentage of salaries","27.02%","28.21%","27.08%","29.91%","27.58%"
01,"Atlantic",3020,"Margate City","Total Budgetary Comparative Per Pupil Cost",27218,27516,30129,30993,30327
01,"Atlantic",3020,"Margate City","Total Classroom Instruction",16838,17073,18133,18734,18077
01,"Atlantic",3020,"Margate City","Classroom-Salaries and Benefits",15749,16599,17135,17767,17199
01,"Atlantic",3020,"Margate City","Classroom-General Supplies and Textbooks",1084,466,891,912,823
01,"Atlantic",3020,"Margate City","Classroom-Purchased Services",4,7,107,55,55
01,"Atlantic",3020,"Margate City","Total Support Services",4469,4329,4810,4826,4912
01,"Atlantic",3020,"Margate City","Support Services-Salaries and Benefits",3664,3608,3773,3750,3913
01,"Atlantic",3020,"Margate City","Total Administrative Costs",1989,1967,2083,2135,2135
01,"Atlantic",3020,"Margate City","Administration Salaries and Benefits",1649,1636,1676,1711,1745
01,"Atlantic",3020,"Margate City","Total Operations and Maintenance of Plant",3521,3647,4478,4656,4597
01,"Atlantic",3020,"Margate City","Operations and Maintenance-Salaries and Benefits",1882,1965,2050,2113,2054
01,"Atlantic",3020,"Margate City","Board Contribution to Food Services",77,88,127,131,114
01,"Atlantic",3020,"Margate City","Total Extracurricular Costs",279,319,431,443,422
01,"Atlantic",3020,"Margate City","Total Equipment Costs",123,74,83,86,834
01,"Atlantic",3020,"Margate City","Legal Costs",60,51,83,92,85
01,"Atlantic",3020,"Margate City","Employee Benefits as a percentage of salaries","28.78%","32.01%","32.30%","32.28%","32.54%"
01,"Atlantic",3480,"Mullica Twp","Total Budgetary Comparative Per Pupil Cost",13210,12776,14000,15224,15772
01,"Atlantic",3480,"Mullica Twp","Total Classroom Instruction",8055,7536,8133,8571,9212
01,"Atlantic",3480,"Mullica Twp","Classroom-Salaries and Benefits",7422,7279,7604,8008,8686
01,"Atlantic",3480,"Mullica Twp","Classroom-General Supplies and Textbooks",353,217,416,434,385
01,"Atlantic",3480,"Mullica Twp","Classroom-Purchased Services",280,41,114,130,141
01,"Atlantic",3480,"Mullica Twp","Total Support Services",2075,2106,2278,2495,2470
01,"Atlantic",3480,"Mullica Twp","Support Services-Salaries and Benefits",1747,1779,1782,1952,1863
01,"Atlantic",3480,"Mullica Twp","Total Administrative Costs",1752,1553,1719,2040,2015
01,"Atlantic",3480,"Mullica Twp","Administration Salaries and Benefits",1317,1167,1317,1477,1529
01,"Atlantic",3480,"Mullica Twp","Total Operations and Maintenance of Plant",1248,1476,1721,1960,1928
01,"Atlantic",3480,"Mullica Twp","Operations and Maintenance-Salaries and Benefits",679,720,816,846,912
01,"Atlantic",3480,"Mullica Twp","Board Contribution to Food Services",0,0,14,14,7
01,"Atlantic",3480,"Mullica Twp","Total Extracurricular Costs",81,105,135,144,139
