county_id,county_name,district_id,district_name,reg_district_id,muniflag,reg_name,gen_fun_sch_levy,strwo_entv,strwo_entv_dt2,strwo_gfst_rate,total_sch_levy,strwi_entv,strwi_entv_dt2,strwi_tst_rate,gen_fun_sch_levy2,estrwo_eev,estrwo_eev_dt2,estrwo_gfst_rate,total_sch_levy2,estrwi_eev,estrwi_eev_dt2,estrwi_etst_rate
1,Atlantic,1690,Galloway Twp,,,,32882763,2713819800,1-Oct-18,1.212,33012714,2713819800,1-Oct-18,1.217,32882763,2726827530,1-Oct-18,1.206,33012714,2726827530,1-Oct-18,1.211
1,Atlantic,1790,Greater Egg Harbor Reg,1300,,EGG HARBOR CITY,1288625,198723500,1-Feb-19,0.6485,1442691,198723500,1-Feb-19,0.726,1288625,215565203,1-Oct-18,0.5978,1442691,215565203,1-Oct-18,0.6693
1,Atlantic,1790,Greater Egg Harbor Reg,1690,,GALLOWAY TWP,15969191,2713819800,1-Feb-19,0.5884,17878440,2713819800,1-Feb-19,0.6588,15969191,2726827530,1-Oct-18,0.5856,17878440,2726827530,1-Oct-18,0.6556
1,Atlantic,1790,Greater Egg Harbor Reg,1940,,HAMILTON TWP,13283409,2041610335,1-Feb-19,0.6506,14871550,2041610335,1-Feb-19,0.7284,13283409,2309303531,1-Oct-18,0.5752,14871550,2309303531,1-Oct-18,0.644
1,Atlantic,1790,Greater Egg Harbor Reg,3480,,MULLICA TWP,2856457,455792500,1-Feb-19,0.6267,3197970,455792500,1-Feb-19,0.7016,2856457,472498869,1-Oct-18,0.6045,3197970,472498869,1-Oct-18,0.6768
1,Atlantic,1940,Hamilton Twp,,,,19944754,2094348637,1-Oct-18,0.9523,21037491,2094348637,1-Oct-18,1.005,19944754,2309303531,1-Oct-18,0.8637,21037491,2309303531,1-Oct-18,0.911
1,Atlantic,1960,Hammonton Town,,,,18018685,1363406500,1-Oct-18,1.322,19649695,1363406500,1-Oct-18,1.441,18018685,1432751681,1-Oct-18,1.258,19649695,1432751681,1-Oct-18,1.372
1,Atlantic,2680,Linwood City,,,,11911655,938248800,1-Oct-18,1.27,12123298,938248800,1-Oct-18,1.292,11911655,896277180,1-Oct-18,1.329,12123298,896277180,1-Oct-18,1.353
1,Atlantic,2780,Longport,,,,1473652,1828756800,1-Oct-18,0.0806,1473652,1828756800,1-Oct-18,0.0806,1473652,1969794054,1-Oct-18,0.0748,1473652,1969794054,1-Oct-18,0.0748
1,Atlantic,2910,Mainland Regional,2680,,LINWOOD,5901005,938248800,1-Oct-18,0.6289,6677810,938248800,1-Oct-18,0.7117,5901005,896277180,1-Oct-18,0.6584,6677810,896277180,1-Oct-18,0.7451
1,Atlantic,2910,Mainland Regional,3720,,NORTHFIELD,5801665,878762860,1-Oct-18,0.6602,6565341,878762860,1-Oct-18,0.7471,5801665,916042691,1-Oct-18,0.6333,6565341,916042691,1-Oct-18,0.7167
1,Atlantic,2910,Mainland Regional,4800,,SOMERS POINT,6619284,1138873200,1-Oct-18,0.5812,7490567,1138873200,1-Oct-18,0.6577,6619284,1134496218,1-Oct-18,0.5835,7490567,1134496218,1-Oct-18,0.6603
1,Atlantic,3020,Margate City,,,,10504743,3709501700,18-Jan-19,0.2832,10504743,3709501700,18-Jan-19,0.2832,10504743,4102542867,1-Oct-18,0.2561,10504743,4102542867,1-Oct-18,0.2561
1,Atlantic,3480,Mullica Twp,,,,4202313,292476800,1-Oct-18,1.437,4726323,292476800,1-Oct-18,1.616,4202313,472498869,1-Oct-18,0.8894,4726323,472498869,1-Oct-18,1
1,Atlantic,3720,Northfield City,,,,9829581,891767560,1-Oct-18,1.102,10081124,891767560,1-Oct-18,1.131,9829581,916042691,1-Oct-18,1.073,10081124,916042691,1-Oct-18,1.101
1,Atlantic,4180,Pleasantville City,,,,9033316,775246000,1-Oct-18,1.165,9877075,775246000,1-Oct-18,1.274,9033316,740021000,1-Oct-18,1.221,9877075,740021000,1-Oct-18,1.335
1,Atlantic,4240,Port Republic City,,,,1828694,115174700,1-Oct-18,1.588,1828694,115174700,1-Oct-18,1.588,1828694,121070850,1-Oct-18,1.51,1828694,121070850,1-Oct-18,1.51
1,Atlantic,4800,Somers Point City,,,,10089098,1146862227,1-Oct-18,0.8797,10863817,1146862227,1-Oct-18,0.9473,10089098,1134496218,1-Oct-18,0.8893,10863817,1134496218,1-Oct-18,0.9576
1,Atlantic,5350,Ventnor City,,,,16405694,2021949500,1-Oct-18,0.8114,16405694,2021949500,1-Oct-18,0.8114,16405694,2203039333,1-Oct-18,0.7447,16405694,2203039333,1-Oct-18,0.7447
1,Atlantic,5760,Weymouth Twp,,,,2297910,162717790,1-Oct-18,1.412,2369717,162717790,1-Oct-18,1.456,2297910,175497302,1-Oct-18,1.309,2369717,175497302,1-Oct-18,1.35
3,Bergen,40,Allendale Boro,,,,15800667,1690023800,1-Oct-18,0.9349,16097574,1690023800,1-Oct-18,0.9525,15800667,1772623390,1-Oct-18,0.8914,16097574,1772623390,1-Oct-18,0.9081
3,Bergen,80,Alpine Boro,,,,6604774,1980990900,1-Oct-18,0.3334,6604774,1980990900,1-Oct-18,0.3334,6604774,2218106483,1-Oct-18,0.2978,6604774,2218106483,1-Oct-18,0.2978
3,Bergen,300,Bergenfield Boro,,,,49523856,2669703540,1-Oct-18,1.855,49523856,2669703540,1-Oct-18,1.855,49523856,3043077234,1-Oct-18,1.627,49523856,3043077234,1-Oct-18,1.627
3,Bergen,440,Bogota Boro,,,,15175519,638018600,1-Oct-18,2.379,15749210,638018600,1-Oct-18,2.469,15175519,783710355,1-Oct-18,1.936,15749210,783710355,1-Oct-18,2.01
3,Bergen,740,Carlstadt Boro,,,,11008426,2313884514,1-Oct-18,0.4758,12559214,2313884514,1-Oct-18,0.5428,11008426,2290559940,1-Oct-18,0.4806,12559214,2290559940,1-Oct-18,0.5483
3,Bergen,745,Carlstadt-East Rutherford,740,,CARLSTADT,7230632,2313884514,1-Oct-18,0.3125,7230632,2313884514,1-Oct-18,0.3125,7230632,2290559940,1-Oct-18,0.3157,7230632,2290559940,1-Oct-18,0.3157
3,Bergen,745,Carlstadt-East Rutherford,1230,,E RUTHERFORD,6094907,2095011962,1-Oct-18,0.2909,6094907,2095011962,1-Oct-18,0.2909,6094907,2307317138,1-Oct-18,0.2642,6094907,2307317138,1-Oct-18,0.2642
3,Bergen,890,Cliffside Park Boro,,,,34702746,2820346370,1-Oct-18,1.23,35092377,2820346370,1-Oct-18,1.244,34702746,3310422360,1-Oct-18,1.048,35092377,3310422360,1-Oct-18,1.06
3,Bergen,930,Closter Boro,,,,19469532,2166779100,1-Oct-18,0.8985,19782164,2166779100,1-Oct-18,0.913,19469532,2212125625,1-Oct-18,0.8801,19782164,2212125625,1-Oct-18,0.8943
3,Bergen,990,Cresskill Boro,,,,27693300,2108280700,1-Oct-18,1.314,29653319,2108280700,1-Oct-18,1.407,27693300,2341493447,1-Oct-18,1.183,29653319,2341493447,1-Oct-18,1.266
3,Bergen,1070,Demarest Boro,,,,14344798,1333405330,1-Oct-18,1.076,14910918,1333405330,1-Oct-18,1.118,14344798,1622129602,1-Oct-18,0.8843,14910918,1622129602,1-Oct-18,0.9192
3,Bergen,1130,Dumont Boro,,,,35934072,1688924840,1-Oct-18,2.128,37659115,1688924840,1-Oct-18,2.23,35934072,2067227466,1-Oct-18,1.738,37659115,2067227466,1-Oct-18,1.822
3,Bergen,1230,East Rutherford Boro,,,,16122193,2095011962,1-Oct-18,0.7696,16833546,2095011962,1-Oct-18,0.8035,16122193,2307317138,1-Oct-18,0.6987,16833546,2307317138,1-Oct-18,0.7296
3,Bergen,1270,Edgewater Boro,,,,20518699,2949427259,1-Oct-18,0.6957,22336883,2949427259,1-Oct-18,0.7573,20518699,4064819927,1-Oct-18,0.5048,22336883,4064819927,1-Oct-18,0.5495
3,Bergen,1345,Elmwood Park,,,,34108561,2075093390,1-Oct-18,1.644,36532245,2075093390,1-Oct-18,1.761,34108561,2299782092,1-Oct-18,1.483,36532245,2299782092,1-Oct-18,1.589
3,Bergen,1360,Emerson Boro,,,,20703830,1203441209,1-Oct-18,1.72,21460370,1203441209,1-Oct-18,1.783,20703830,1311865047,1-Oct-18,1.578,21460370,1311865047,1-Oct-18,1.636
3,Bergen,1370,Englewood City,,,,54352880,4435823100,1-Oct-18,1.225,56169236,4435823100,1-Oct-18,1.266,54352880,5037273563,1-Oct-18,1.079,56169236,5037273563,1-Oct-18,1.115
3,Bergen,1380,Englewood Cliffs Boro,,,,13487365,3400524332,1-Oct-18,0.3966,13739702,3400524332,1-Oct-18,0.404,13487365,3588868622,1-Oct-18,0.3758,13739702,3588868622,1-Oct-18,0.3828
3,Bergen,1450,Fair Lawn Boro,,,,90184525,4227830527,1-Oct-18,2.133,91848677,4227830527,1-Oct-18,2.173,90184525,5094484812,1-Oct-18,1.77,91848677,5094484812,1-Oct-18,1.803
3,Bergen,1470,Fairview Boro,,,,16201812,1035136267,1-Oct-18,1.565,16201812,1035136267,1-Oct-18,1.565,16201812,1367823827,1-Oct-18,1.185,16201812,1367823827,1-Oct-18,1.185
3,Bergen,1550,Fort Lee Boro,,,,64648992,6571685389,1-Feb-19,0.9838,68355808,6571685389,1-Feb-19,1.04,64648992,7158455592,1-Oct-18,0.9031,68355808,7158455592,1-Oct-18,0.9549
3,Bergen,1580,Franklin Lakes Boro,,,,26822011,4245681100,1-Oct-18,0.6317,27558911,4245681100,1-Oct-18,0.6491,26822011,4430811876,1-Oct-18,0.6054,27558911,4430811876,1-Oct-18,0.622
3,Bergen,1700,Garfield City,,,,29516476,2123520600,1-Oct-18,1.39,29516476,2123520600,1-Oct-18,1.39,29516476,2512146697,1-Oct-18,1.175,29516476,2512146697,1-Oct-18,1.175
3,Bergen,1760,Glen Rock Boro,,,,46723029,2370627238,1-Oct-18,1.971,49072243,2370627238,1-Oct-18,2.07,46723029,2645493963,1-Oct-18,1.766,49072243,2645493963,1-Oct-18,1.855
3,Bergen,1860,Hackensack City,,,,83694098,5387771700,1-Oct-18,1.553,84329910,5387771700,1-Oct-18,1.565,83694098,5857546967,1-Oct-18,1.429,84329910,5857546967,1-Oct-18,1.44
3,Bergen,2050,Harrington Park Boro,,,,12321623,896194900,1-Oct-18,1.375,12486702,896194900,1-Oct-18,1.393,12321623,993784542,1-Oct-18,1.24,12486702,993784542,1-Oct-18,1.257
3,Bergen,2080,Hasbrouck Heights Boro,,,,29369982,1718394708,1-Oct-18,1.709,30127255,1718394708,1-Oct-18,1.753,29369982,1818148316,1-Oct-18,1.615,30127255,1818148316,1-Oct-18,1.657
3,Bergen,2090,Haworth Boro,,,,8891181,803275114,1-Oct-18,1.107,9382289,803275114,1-Oct-18,1.168,8891181,930701132,1-Oct-18,0.9553,9382289,930701132,1-Oct-18,1.008
3,Bergen,2180,Hillsdale Boro,,,,21262228,1685666563,1-Oct-18,1.261,21727815,1685666563,1-Oct-18,1.289,21262228,1870652670,1-Oct-18,1.137,21727815,1870652670,1-Oct-18,1.162
3,Bergen,2200,Ho Ho Kus Boro,,,,14013158,1165700400,14-Feb-19,1.202,14676365,1165700400,14-Feb-19,1.259,14013158,1309267037,14-Feb-19,1.07,14676365,1309267037,14-Feb-19,1.121
3,Bergen,2620,Leonia Boro,,,,19958626,1227934816,1-Oct-18,1.625,21877464,1227934816,1-Oct-18,1.782,19958626,1428531513,1-Oct-18,1.397,21877464,1428531513,1-Oct-18,1.532
3,Bergen,2710,Little Ferry Boro,,,,19437775,1026129130,1-Oct-18,1.894,19437775,1026129130,1-Oct-18,1.894,19437775,1098749992,1-Oct-18,1.769,19437775,1098749992,1-Oct-18,1.769
3,Bergen,2740,Lodi Borough,,,,38431169,1940565000,1-Oct-18,1.98,38829533,1940565000,1-Oct-18,2.001,38431169,2452661066,1-Oct-18,1.567,38829533,2452661066,1-Oct-18,1.583
3,Bergen,2860,Lyndhurst Twp,,,,38420045,2665719871,1-Oct-18,1.441,39122256,2665719871,1-Oct-18,1.468,38420045,3233585140,1-Oct-18,1.188,39122256,3233585140,1-Oct-18,1.21
3,Bergen,2900,Mahwah Twp,,,,62748332,5718493300,1-Oct-18,1.097,64359815,5718493300,1-Oct-18,1.126,62748332,6044918922,1-Oct-18,1.038,64359815,6044918922,1-Oct-18,1.065
3,Bergen,3060,Maywood Boro,,,,18840788,1157658390,1-Oct-18,1.628,19602038,1157658390,1-Oct-18,1.693,18840788,1440210799,1-Oct-18,1.308,19602038,1440210799,1-Oct-18,1.361
3,Bergen,3170,Midland Park Boro,,,,20421875,1069011300,1-Oct-18,1.91,21357200,1069011300,1-Oct-18,1.998,20421875,1249136831,1-Oct-18,1.635,21357200,1249136831,1-Oct-18,1.71
3,Bergen,3330,Montvale Boro,,,,16207745,2059761422,1-Oct-18,0.7869,16771966,2059761422,1-Oct-18,0.8143,16207745,2279776452,1-Oct-18,0.7109,16771966,2279776452,1-Oct-18,0.7357
3,Bergen,3350,Moonachie Boro,,,,8646025,757487326,1-Oct-18,1.141,8646025,757487326,1-Oct-18,1.141,8646025,779916838,1-Oct-18,1.109,8646025,779916838,1-Oct-18,1.109
3,Bergen,3550,New Milford Boro,,,,33967083,1577847293,1-Oct-18,2.153,34431283,1577847293,1-Oct-18,2.182,33967083,1903800931,1-Oct-18,1.784,34431283,1903800931,1-Oct-18,1.809
3,Bergen,3600,North Arlington Boro,,,,26033045,1645213873,1-Oct-18,1.582,26547764,1645213873,1-Oct-18,1.614,26033045,1739187935,1-Oct-18,1.497,26547764,1739187935,1-Oct-18,1.526
3,Bergen,3700,Northern Highlands Reg,40,,ALLENDALE,8941390,1690023800,1-Oct-18,0.5291,9515374,1690023800,1-Oct-18,0.563,8941390,1772623390,1-Oct-18,0.5044,9515374,1772623390,1-Oct-18,0.5368
3,Bergen,3700,Northern Highlands Reg,5330,,UPPER SADDLE RIVER,13234118,2248465500,1-Oct-18,0.5886,14093170,2248465500,1-Oct-18,0.6268,13234118,2737335817,1-Oct-18,0.4835,14093170,2737335817,1-Oct-18,0.5148
3,Bergen,3710,Northern Valley Regional,930,,CLOSTER,11243991,2166679100,1-Oct-18,0.519,11750200,2166679100,1-Oct-18,0.5423,11243991,2212125625,1-Oct-18,0.5083,11750200,2212125625,1-Oct-18,0.5312
3,Bergen,3710,Northern Valley Regional,1070,,DEMAREST,8335077,1333322200,1-Oct-18,0.6251,8710264,1333322200,1-Oct-18,0.6533,8335077,1622129602,1-Oct-18,0.5138,8710264,1622129602,1-Oct-18,0.537
3,Bergen,3710,Northern Valley Regional,2050,,HARRINGTON PARK,5316404,896194900,1-Oct-18,0.5932,5555727,896194900,1-Oct-18,0.6199,5316404,993784542,1-Oct-18,0.535,5555727,993784542,1-Oct-18,0.559
3,Bergen,3710,Northern Valley Regional,2090,,HAWORTH,5265326,802690900,1-Oct-18,0.656,5502372,802690900,1-Oct-18,0.6855,5265326,930701132,1-Oct-18,0.5657,5502372,930701132,1-Oct-18,0.5912
3,Bergen,3710,Northern Valley Regional,3730,,NORTHVALE,5817983,857270300,1-Oct-18,0.6787,6079925,857270300,1-Oct-18,0.7092,5817983,989458503,1-Oct-18,0.588,6079925,989458503,1-Oct-18,0.6145
3,Bergen,3710,Northern Valley Regional,3740,,NORWOOD,7180774,1184779600,1-Oct-18,0.6061,7504060,1184779600,1-Oct-18,0.6334,7180774,1276152090,1-Oct-18,0.5627,7504060,1276152090,1-Oct-18,0.588
3,Bergen,3710,Northern Valley Regional,3850,,OLD TAPPAN,10398938,1740112600,1-Oct-18,0.5976,10867144,1740112600,1-Oct-18,0.6245,10398938,1754026533,1-Oct-18,0.5929,10867144,1754026533,1-Oct-18,0.6196
3,Bergen,3730,Northvale Boro,,,,9328299,858179103,1-Oct-18,1.087,9784157,858179103,1-Oct-18,1.14,9328299,989458503,1-Oct-18,0.9428,9784157,989458503,1-Oct-18,0.9888
3,Bergen,3740,Norwood Boro,,,,9901566,1184779600,1-Oct-18,0.8357,10326353,1184779600,1-Oct-18,0.8716,9901566,1276152090,1-Oct-18,0.7759,10326353,1276152090,1-Oct-18,0.8092
3,Bergen,3760,Oakland Boro,,,,29339813,2176713043,1-Jan-19,1.348,29569800,2176713043,1-Jan-19,1.359,29339813,2479746292,1-Oct-18,1.183,29569800,2479746292,1-Oct-18,1.193
3,Bergen,3850,Old Tappan Boro,,,,14739927,1741230299,1-Oct-18,0.8465,14739927,1741230299,1-Oct-18,0.8465,14739927,1754026533,1-Oct-18,0.8403,14739927,1754026533,1-Oct-18,0.8403
3,Bergen,3870,Oradell Boro,,,,11735516,1675784675,1-Mar-19,0.7003,12260616,1675784675,1-Mar-19,0.7316,11735516,1883817638,1-Oct-18,0.623,12260616,1883817638,1-Oct-18,0.6508
3,Bergen,3910,Palisades Park,,,,23885128,2375188493,1-Oct-18,1.006,24000370,2375188493,1-Oct-18,1.011,23885128,2977015199,1-Oct-18,0.8023,24000370,2977015199,1-Oct-18,0.8062
3,Bergen,3930,Paramus Boro,,,,79190941,8031357224,1-Oct-18,0.986,80151823,8031357224,1-Oct-18,0.998,79190941,9914233591,1-Oct-18,0.7988,80151823,9914233591,1-Oct-18,0.8085
3,Bergen,3940,Park Ridge Boro,,,,29315815,1596627719,1-Oct-18,1.836,30018454,1596627719,1-Oct-18,1.88,29315815,1846874570,1-Oct-18,1.587,30018454,1846874570,1-Oct-18,1.625
3,Bergen,3960,Pascack Valley Regional,2180,,HILLSDALE,12142217,1685666563,1-Oct-18,0.7203,12631897,1685666563,1-Oct-18,0.7494,12142217,1870652670,1-Oct-18,0.6491,12631897,1870652670,1-Oct-18,0.6753
3,Bergen,3960,Pascack Valley Regional,3330,,MONTVALE,13241348,2059761422,1-Oct-18,0.6429,13790303,2059761422,1-Oct-18,0.6695,13241348,2279776452,1-Oct-18,0.5808,13790303,2279776452,1-Oct-18,0.6049
3,Bergen,3960,Pascack Valley Regional,4430,,RIVER VALE,12708614,2081412527,1-Oct-18,0.6106,13221136,2081412527,1-Oct-18,0.6352,12708614,2069417689,1-Oct-18,0.6141,13221136,2069417689,1-Oct-18,0.6389
3,Bergen,3960,Pascack Valley Regional,5880,,WOODCLIFF LAKE,11050720,2013431843,1-Oct-18,0.5488,11498962,2013431843,1-Oct-18,0.5711,11050720,1949356349,1-Oct-18,0.5669,11498962,1949356349,1-Oct-18,0.5899
3,Bergen,4300,Ramapo-Indian Hill Reg,1580,,FRANKLIN LAKES,18593487,4245681100,10-Jan-19,0.4379,19168218,4245681100,10-Jan-19,0.4515,18593487,4430811876,1-Oct-18,0.4196,19168218,4430811876,1-Oct-18,0.4326
3,Bergen,4300,Ramapo-Indian Hill Reg,3760,,OAKLAND,11837420,2176713043,10-Jan-19,0.5438,12200829,2176713043,10-Jan-19,0.5605,11837420,2479746292,1-Oct-18,0.4774,12200829,2479746292,1-Oct-18,0.492
3,Bergen,4300,Ramapo-Indian Hill Reg,5920,,WYCKOFF TWP,19932452,4715435100,10-Jan-19,0.4227,20545362,4715435100,10-Jan-19,0.4357,19932452,4676864564,1-Oct-18,0.4262,20545362,4676864564,1-Oct-18,0.4393
3,Bergen,4310,Ramsey Boro,,,,56406053,3477859600,1-Oct-18,1.622,58597612,3477859600,1-Oct-18,1.685,56406053,3539080503,1-Oct-18,1.594,58597612,3539080503,1-Oct-18,1.656
3,Bergen,4370,Ridgefield Boro,,,,21826345,1563950888,1-Oct-18,1.396,22538875,1563950888,1-Oct-18,1.441,21826345,1938698179,1-Oct-18,1.126,22538875,1938698179,1-Oct-18,1.163
3,Bergen,4380,Ridgefield Park Twp,,,,26345253,1189823900,1-Oct-18,2.214,26345253,1189823900,1-Oct-18,2.214,26345253,1580531217,1-Oct-18,1.667,26345253,1580531217,1-Oct-18,1.667
3,Bergen,4390,Ridgewood Village,,,,96014943,5821898200,1-Oct-19,1.649,98884675,5821898200,1-Oct-19,1.699,96014943,6798900152,1-Oct-19,1.412,98884675,6798900152,1-Oct-19,1.454
3,Bergen,4405,River Dell Regional,3870,,ORADELL,15937941,1664728428,1-Oct-18,0.9574,16698867,1664728428,1-Oct-18,1.003,15937941,1883817638,1-Oct-18,0.846,16698867,1883817638,1-Oct-18,0.8864
3,Bergen,4405,River Dell Regional,4410,,RIVER EDGE,15061344,1459042122,1-Oct-18,1.032,15780418,1459042122,1-Oct-18,1.082,15061344,1841954797,1-Oct-18,0.8177,15780418,1841954797,1-Oct-18,0.8567
3,Bergen,4410,River Edge Boro,,,,15717050,1459042122,1-Oct-18,1.077,16917366,1459042122,1-Oct-18,1.16,15717050,1841954797,1-Oct-18,0.8533,16917366,1841954797,1-Oct-18,0.9184
3,Bergen,4430,River Vale Twp,,,,21978223,2081412527,1-Oct-18,1.056,22840147,2081412527,1-Oct-18,1.097,21978223,2069417689,1-Oct-18,1.062,22840147,2069417689,1-Oct-18,1.104
3,Bergen,4470,Rochelle Park Twp,,,,11638716,943029900,1-Oct-18,1.234,11948142,943029900,1-Oct-18,1.267,11638716,999184043,1-Oct-18,1.165,11948142,999184043,1-Oct-18,1.196
3,Bergen,4500,Rockleigh,,,,784498,224229072,1-Oct-18,0.3499,784498,224229072,1-Oct-18,0.3499,784498,251716515,1-Oct-18,0.3117,784498,251716515,1-Oct-18,0.3117
3,Bergen,4600,Rutherford Boro,,,,41931785,2713039226,1-Oct-18,1.546,43245085,2713039226,1-Oct-18,1.594,41931785,2962809174,1-Oct-18,1.415,43245085,2962809174,1-Oct-18,1.46
3,Bergen,4610,Saddle Brook Twp,,,,32600587,2256475000,1-Oct-18,1.445,34527829,2256475000,1-Oct-18,1.53,32600587,2416961225,1-Oct-18,1.349,34527829,2416961225,1-Oct-18,1.429
3,Bergen,4620,Saddle River Boro,,,,8581146,2568078800,1-Oct-18,0.3341,8805836,2568078800,1-Oct-18,0.3429,8581146,2455846610,1-Oct-18,0.3494,8805836,2455846610,1-Oct-18,0.3586
3,Bergen,4870,South Hackensack Twp,,,,7697755,616437300,1-Oct-18,1.249,8313551,616437300,1-Oct-18,1.349,7697755,653905513,1-Oct-18,1.177,8313551,653905513,1-Oct-18,1.271
3,Bergen,5150,Teaneck Twp,,,,91332668,5040468988,1-Oct-18,1.812,92636343,5040468988,1-Oct-18,1.838,91332668,5835196919,1-Oct-18,1.565,92636343,5835196919,1-Oct-18,1.588
3,Bergen,5160,Tenafly Boro,,,,64765866,3991368900,1-Oct-18,1.623,67215067,3991368900,1-Oct-18,1.684,64765866,4577782888,1-Oct-18,1.415,67215067,4577782888,1-Oct-18,1.468
3,Bergen,5330,Upper Saddle River Boro,,,,22450617,2248465500,1-Oct-18,0.9985,23331308,2248465500,1-Oct-18,1.038,22450617,2737335817,1-Oct-18,0.8202,23331308,2737335817,1-Oct-18,0.8523
3,Bergen,5410,Waldwick Boro,,,,29965753,1597703800,1-Oct-18,1.876,30674953,1597703800,1-Oct-18,1.92,29965753,1662020108,1-Oct-18,1.803,30674953,1662020108,1-Oct-18,1.846
3,Bergen,5430,Wallington Boro,,,,16123088,952772363,1-Oct-18,1.692,16474788,952772363,1-Oct-18,1.729,16123088,1089666723,1-Oct-18,1.48,16474788,1089666723,1-Oct-18,1.512
3,Bergen,5755,Westwood Regional,5755,A,WASHINGTON TOWNSHIP,24734012,1623978045,1-Oct-18,1.523,25272144,1623978045,1-Oct-18,1.556,24734012,1801336795,1-Oct-18,1.373,25272144,1801336795,1-Oct-18,1.403
3,Bergen,5755,Westwood Regional,5755,B,WESTWOOD BOROUGH,28630524,1938439300,1-Oct-18,1.477,29255665,1938439300,1-Oct-18,1.509,28630524,2156697040,1-Oct-18,1.328,29255665,2156697040,1-Oct-18,1.357
3,Bergen,5830,Wood-Ridge Boro,,,,18062106,1301669562,1-Oct-18,1.388,18907341,1301669562,1-Oct-18,1.453,18062106,1474354960,1-Oct-18,1.225,18907341,1474354960,1-Oct-18,1.282
3,Bergen,5880,Woodcliff Lake Boro,,,,15457289,2013431843,1-Oct-18,0.7677,16126414,2013431843,1-Oct-18,0.8009,15457289,1949356349,1-Oct-18,0.7929,16126414,1949356349,1-Oct-18,0.8273
3,Bergen,5920,Wyckoff Twp,,,,37993710,4699781200,1-Oct-18,0.8084,39628704,4699781200,1-Oct-18,0.8432,37993710,4676864564,1-Oct-18,0.8124,39628704,4676864564,1-Oct-18,0.8473
5,Burlington,200,Bass River Twp,,,,1565430,172260400,1-Oct-18,0.9088,1565430,172260400,1-Oct-18,0.9088,1565430,176405937,1-Oct-18,0.8874,1565430,176405937,1-Oct-18,0.8874
5,Burlington,380,Beverly City,,,,2954932,119641597,1-Oct-18,2.47,3035626,119641597,1-Oct-18,2.537,2954932,123635005,1-Oct-18,2.39,3035626,123635005,1-Oct-18,2.455
5,Burlington,475,Bordentown Regional,475,A,BORDENTOWN CITY,6114699,331725057,1-Oct-18,1.843,6722543,331725057,1-Oct-18,2.027,6114699,352748902,1-Oct-18,1.733,6722543,352748902,1-Oct-18,1.906
5,Burlington,475,Bordentown Regional,475,B,BORDENTOWN TWP,22912064,1173483390,1-Oct-18,1.953,25188850,1173483390,1-Oct-18,2.147,22912064,1356868043,1-Oct-18,1.689,25188850,1356868043,1-Oct-18,1.856
