"county_id","county_name","district_id","district_name","line_desc","year_1","year_2","year_3","year_4","year_5"
01,"Atlantic",2680,"Linwood City","Operations and Maintenance-Salaries and Benefits",876,881,923,938,978
01,"Atlantic",2680,"Linwood City","Board Contribution to Food Services",0,0,0,0,0
01,"Atlantic",2680,"Linwood City","Total Extracurricular Costs",149,167,189,192,195
01,"Atlantic",2680,"Linwood City","Total Equipment Costs",43,95,21,22,205
01,"Atlantic",2680,"Linwood City","Legal Costs",91,112,91,169,93
01,"Atlantic",2680,"Linwood City","Employee Benefits as a percentage of salaries","35.24%","36.06%","37.77%","36.61%","38.06%"
01,"Atlantic",2910,"Mainland Regional","Total Budgetary Comparative Per Pupil Cost",18338,19141,21468,21226,21398
01,"Atlantic",2910,"Mainland Regional","Total Classroom Instruction",10646,11186,12132,11995,11857
01,"Atlantic",2910,"Mainland Regional","Classroom-Salaries and Benefits",10369,10918,11749,11616,11531
01,"Atlantic",2910,"Mainland Regional","Classroom-General Supplies and Textbooks",277,269,383,379,325
01,"Atlantic",2910,"Mainland Regional","Classroom-Purchased Services",0,0,0,0,0
01,"Atlantic",2910,"Mainland Regional","Total Support Services",2651,2813,2858,2826,3117
01,"Atlantic",2910,"Mainland Regional","Support Services-Salaries and Benefits",2441,2576,2619,2589,2832
01,"Atlantic",2910,"Mainland Regional","Total Administrative Costs",1416,1373,1591,1573,1516
01,"Atlantic",2910,"Mainland Regional","Administration Salaries and Benefits",1182,1154,1171,1158,1162
01,"Atlantic",2910,"Mainland Regional","Total Operations and Maintenance of Plant",2250,2326,2804,2772,3318
01,"Atlantic",2910,"Mainland Regional","Operations and Maintenance-Salaries and Benefits",1219,1204,1320,1305,1472
01,"Atlantic",2910,"Mainland Regional","Board Contribution to Food Services",2,81,592,585,80
01,"Atlantic",2910,"Mainland Regional","Total Extracurricular Costs",1118,1106,1227,1213,1224
01,"Atlantic",2910,"Mainland Regional","Total Equipment Costs",118,151,285,282,146
01,"Atlantic",2910,"Mainland Regional","Legal Costs",21,29,37,36,40
01,"Atlantic",2910,"Mainland Regional","Employee Benefits as a percentage of salaries","28.21%","29.94%","27.58%","27.58%","28.24%"
01,"Atlantic",3020,"Margate City","Total Budgetary Comparative Per Pupil Cost",27516,27647,30327,29623,30687
01,"Atlantic",3020,"Margate City","Total Classroom Instruction",17073,16952,18077,17333,18400
01,"Atlantic",3020,"Margate City","Classroom-Salaries and Benefits",16599,16411,17199,16450,17105
01,"Atlantic",3020,"Margate City","Classroom-General Supplies and Textbooks",466,527,823,826,1258
01,"Atlantic",3020,"Margate City","Classroom-Purchased Services",7,14,55,57,37
01,"Atlantic",3020,"Margate City","Total Support Services",4329,4312,4912,5019,4977
01,"Atlantic",3020,"Margate City","Support Services-Salaries and Benefits",3608,3624,3913,4069,3853
01,"Atlantic",3020,"Margate City","Total Administrative Costs",1967,1970,2135,2193,2188
01,"Atlantic",3020,"Margate City","Administration Salaries and Benefits",1636,1593,1745,1693,1736
01,"Atlantic",3020,"Margate City","Total Operations and Maintenance of Plant",3647,3887,4597,4490,4529
01,"Atlantic",3020,"Margate City","Operations and Maintenance-Salaries and Benefits",1965,1977,2054,2000,2038
01,"Atlantic",3020,"Margate City","Board Contribution to Food Services",88,113,114,111,111
01,"Atlantic",3020,"Margate City","Total Extracurricular Costs",319,352,422,410,416
01,"Atlantic",3020,"Margate City","Total Equipment Costs",74,93,834,816,752
01,"Atlantic",3020,"Margate City","Legal Costs",51,81,85,97,97
01,"Atlantic",3020,"Margate City","Employee Benefits as a percentage of salaries","32.01%","29.03%","32.54%","31.90%","30.20%"
01,"Atlantic",3480,"Mullica Twp","Total Budgetary Comparative Per Pupil Cost",12776,13602,15772,15946,16032
01,"Atlantic",3480,"Mullica Twp","Total Classroom Instruction",7536,7973,9212,9344,9158
01,"Atlantic",3480,"Mullica Twp","Classroom-Salaries and Benefits",7279,7639,8686,8799,8569
01,"Atlantic",3480,"Mullica Twp","Classroom-General Supplies and Textbooks",217,259,385,406,454
01,"Atlantic",3480,"Mullica Twp","Classroom-Purchased Services",41,75,141,139,135
01,"Atlantic",3480,"Mullica Twp","Total Support Services",2106,2142,2470,2490,2735
01,"Atlantic",3480,"Mullica Twp","Support Services-Salaries and Benefits",1779,1720,1863,1879,2022
01,"Atlantic",3480,"Mullica Twp","Total Administrative Costs",1553,1842,2015,2015,2015
01,"Atlantic",3480,"Mullica Twp","Administration Salaries and Benefits",1167,1392,1529,1518,1528
01,"Atlantic",3480,"Mullica Twp","Total Operations and Maintenance of Plant",1476,1540,1928,1951,1990
01,"Atlantic",3480,"Mullica Twp","Operations and Maintenance-Salaries and Benefits",720,770,912,936,876
01,"Atlantic",3480,"Mullica Twp","Board Contribution to Food Services",0,0,7,7,0
01,"Atlantic",3480,"Mullica Twp","Total Extracurricular Costs",105,105,139,139,134
