"county_id","county_name","district_id","district_name","line_no","account","line_desc","amount_1","amount_2","amount_3"
01,"Atlantic",0110,"Atlantic City",860,"'40-1210","Local Tax Levy",5896593.00,5897241.00,5826969.00
01,"Atlantic",0110,"Atlantic City",885,"'","Total Revenues from Local Sources",5896593.00,5897241.00,5826969.00
01,"Atlantic",0110,"Atlantic City",890,"'40-3160","Debt Service Aid Type II",499210.00,498705.00,488288.00
01,"Atlantic",0110,"Atlantic City",895,"'","Total Local Repayment of Debt",6457115.00,6395946.00,6315257.00
01,"Atlantic",0110,"Atlantic City",935,"'","Total Repayment of Debt",6457115.00,6395946.00,6315257.00
01,"Atlantic",0110,"Atlantic City",1000,"'","Total Revenues/Sources",159910063.00,192453537.00,198229466.00
01,"Atlantic",0110,"Atlantic City",1010,"'","Total Revenues/Sources Net of Transfers",159910063.00,192453537.00,198229466.00
01,"Atlantic",0120,"Atlantic Co Vocational",110,"'10-1210","County Tax Levy",4019431.00,4059626.00,4059626.00
01,"Atlantic",0120,"Atlantic Co Vocational",200,"'10-1310","Tuition from Local Education Authorities",10504745.00,15545619.00,11877761.00
01,"Atlantic",0120,"Atlantic Co Vocational",210,"'10-1310","Prior Year Tuition Adjustment from Local Education Authorities",3470077.00,0.00,0.00
01,"Atlantic",0120,"Atlantic Co Vocational",220,"'10-1320-1340","Other Tuition",292542.00,210000.00,210000.00
01,"Atlantic",0120,"Atlantic Co Vocational",260,"'10-1910","Rents and Royalties",7414.00,8000.00,8000.00
01,"Atlantic",0120,"Atlantic Co Vocational",300,"'10-1XXX","Unrestricted Miscellaneous Revenues",78929.00,12000.00,12000.00
01,"Atlantic",0120,"Atlantic Co Vocational",330,"'10-1XXX","Interest Earned on Maintenance Reserve",0.00,100.00,100.00
01,"Atlantic",0120,"Atlantic Co Vocational",340,"'10-1XXX","Interest Earned on Capital Reserve Funds",0.00,400.00,400.00
01,"Atlantic",0120,"Atlantic Co Vocational",350,"'10-1XXX","Other Restricted Miscellaneous Revenues / Paycheck Protection Program (Apssds Only)",78150.00,37500.00,47500.00
01,"Atlantic",0120,"Atlantic Co Vocational",370,"'","Total Revenues from Local Sources",18451288.00,19873245.00,16215387.00
01,"Atlantic",0120,"Atlantic Co Vocational",440,"'10-3132","Categorical Special Education Aid",1417691.00,1417691.00,1417691.00
01,"Atlantic",0120,"Atlantic Co Vocational",460,"'10-3176","Equalization Aid",6668205.00,8179370.00,10628847.00
01,"Atlantic",0120,"Atlantic Co Vocational",470,"'10-3177","Categorical Security Aid",601522.00,601522.00,601522.00
01,"Atlantic",0120,"Atlantic Co Vocational",520,"'","Total Revenues from State Sources",8687418.00,10198583.00,12648060.00
01,"Atlantic",0120,"Atlantic Co Vocational",540,"'10-4200","Medicaid Reimbursement",1419.00,17968.00,18476.00
01,"Atlantic",0120,"Atlantic Co Vocational",570,"'","Total Revenues from Federal Sources",1419.00,17968.00,18476.00
01,"Atlantic",0120,"Atlantic Co Vocational",580,"'10-303","Budgeted Fund Balance-Operating Budget",0.00,1282488.00,1949235.00
01,"Atlantic",0120,"Atlantic Co Vocational",710,"'","Adjustment for Prior Year Encumbrances",0.00,487409.00,0.00
01,"Atlantic",0120,"Atlantic Co Vocational",715,"'","Actual Revenues (Over)/Under Expenditures",-1208479.00,0.00,0.00
01,"Atlantic",0120,"Atlantic Co Vocational",720,"'","Total Operating Budget",25931646.00,31859693.00,30831158.00
01,"Atlantic",0120,"Atlantic Co Vocational",740,"'20-1XXX","Other Revenue from Local Sources",79800.00,82000.00,0.00
01,"Atlantic",0120,"Atlantic Co Vocational",745,"'20-1XXX","Total Revenues from Local Sources",79800.00,82000.00,0.00
01,"Atlantic",0120,"Atlantic Co Vocational",768,"'20-3700","State Grants Through Intermediate Sources",383227.00,85320.00,0.00
01,"Atlantic",0120,"Atlantic Co Vocational",770,"'","Total Revenues from State Sources",383227.00,85320.00,0.00
01,"Atlantic",0120,"Atlantic Co Vocational",775,"'20-4411-4416","Title I",496386.00,585342.00,497541.00
01,"Atlantic",0120,"Atlantic Co Vocational",780,"'20-4451-4455","Title II",43209.00,77131.00,0.00
01,"Atlantic",0120,"Atlantic Co Vocational",805,"'20-4420-4429","I.D.E.A. Part B (Handicapped)",267283.00,280471.00,238400.00
01,"Atlantic",0120,"Atlantic Co Vocational",810,"'20-4430","Vocational Education",205699.00,238610.00,202819.00
01,"Atlantic",0120,"Atlantic Co Vocational",825,"'20-4XXX","Other",0.00,79513.00,0.00
01,"Atlantic",0120,"Atlantic Co Vocational",830,"'","Total Revenues from Federal Sources",1012577.00,1261067.00,938760.00
01,"Atlantic",0120,"Atlantic Co Vocational",840,"'","Total Grants and Entitlements",1475604.00,1428387.00,938760.00
01,"Atlantic",0120,"Atlantic Co Vocational",1000,"'","Total Revenues/Sources",27407250.00,33288080.00,31769918.00
01,"Atlantic",0120,"Atlantic Co Vocational",1010,"'","Total Revenues/Sources Net of Transfers",27407250.00,33288080.00,31769918.00
01,"Atlantic",0125,"Atlantic Co Special Serv",110,"'10-1210","County Tax Levy",2050096.00,2070597.00,2070597.00
01,"Atlantic",0125,"Atlantic Co Special Serv",200,"'10-1310","Tuition from Local Education Authorities",13389075.00,13930297.00,14239646.00
01,"Atlantic",0125,"Atlantic Co Special Serv",210,"'10-1310","Prior Year Tuition Adjustment from Local Education Authorities",-778901.00,0.00,0.00
01,"Atlantic",0125,"Atlantic Co Special Serv",220,"'10-1320-1340","Other Tuition",522060.00,133650.00,532400.00
01,"Atlantic",0125,"Atlantic Co Special Serv",230,"'10-1350","Non-Resident Fees",196920.00,203580.00,189540.00
01,"Atlantic",0125,"Atlantic Co Special Serv",260,"'10-1910","Rents and Royalties",96800.00,126800.00,42800.00
01,"Atlantic",0125,"Atlantic Co Special Serv",280,"'10-1930","Sale of Property",0.00,25000.00,0.00
01,"Atlantic",0125,"Atlantic Co Special Serv",300,"'10-1XXX","Unrestricted Miscellaneous Revenues",137456.00,27800.00,65300.00
01,"Atlantic",0125,"Atlantic Co Special Serv",330,"'10-1XXX","Interest Earned on Maintenance Reserve",20.00,100.00,100.00
01,"Atlantic",0125,"Atlantic Co Special Serv",340,"'10-1XXX","Interest Earned on Capital Reserve Funds",100.00,200.00,200.00
01,"Atlantic",0125,"Atlantic Co Special Serv",370,"'","Total Revenues from Local Sources",15613626.00,16518024.00,17140583.00
01,"Atlantic",0125,"Atlantic Co Special Serv",540,"'10-4200","Medicaid Reimbursement",213882.00,125000.00,125000.00
01,"Atlantic",0125,"Atlantic Co Special Serv",570,"'","Total Revenues from Federal Sources",213882.00,125000.00,125000.00
01,"Atlantic",0125,"Atlantic Co Special Serv",580,"'10-303","Budgeted Fund Balance-Operating Budget",0.00,1843790.00,1223241.00
01,"Atlantic",0125,"Atlantic Co Special Serv",600,"'10-307","Withdrawal from Capital Reserve for Local Share",0.00,80000.00,125000.00
01,"Atlantic",0125,"Atlantic Co Special Serv",620,"'10-309","Withdrawal from Capital Reserve for Excess Cost and Other Capital Projects",150000.00,0.00,0.00
01,"Atlantic",0125,"Atlantic Co Special Serv",630,"'10-310","Withdrawal from Maintenance Reserve",150000.00,196600.00,0.00
01,"Atlantic",0125,"Atlantic Co Special Serv",710,"'","Adjustment for Prior Year Encumbrances",0.00,226865.00,0.00
01,"Atlantic",0125,"Atlantic Co Special Serv",715,"'","Actual Revenues (Over)/Under Expenditures",919304.00,0.00,0.00
01,"Atlantic",0125,"Atlantic Co Special Serv",720,"'","Total Operating Budget",17046812.00,18990279.00,18613824.00
01,"Atlantic",0125,"Atlantic Co Special Serv",740,"'20-1XXX","Other Revenue from Local Sources",55645.00,0.00,0.00
01,"Atlantic",0125,"Atlantic Co Special Serv",745,"'20-1XXX","Total Revenues from Local Sources",55645.00,0.00,0.00
01,"Atlantic",0125,"Atlantic Co Special Serv",840,"'","Total Grants and Entitlements",55645.00,0.00,0.00
01,"Atlantic",0125,"Atlantic Co Special Serv",1000,"'","Total Revenues/Sources",17102457.00,18990279.00,18613824.00
01,"Atlantic",0125,"Atlantic Co Special Serv",1010,"'","Total Revenues/Sources Net of Transfers",17102457.00,18990279.00,18613824.00
01,"Atlantic",0570,"Brigantine City",100,"'10-1210","Local Tax Levy",15888114.00,15888114.00,15838114.00
01,"Atlantic",0570,"Brigantine City",120,"'10-12XX","Other Local Governmental Units-Unrestricted",48000.00,48000.00,48000.00
01,"Atlantic",0570,"Brigantine City",190,"'10-1300","Total Tuition",23641.00,0.00,0.00
01,"Atlantic",0570,"Brigantine City",300,"'10-1XXX","Unrestricted Miscellaneous Revenues",163858.00,5000.00,5000.00
01,"Atlantic",0570,"Brigantine City",320,"'10-1XXX","Interest Earned On Current Expense Emergency Reserve",0.00,50.00,50.00
01,"Atlantic",0570,"Brigantine City",330,"'10-1XXX","Interest Earned on Maintenance Reserve",0.00,50.00,50.00
01,"Atlantic",0570,"Brigantine City",340,"'10-1XXX","Interest Earned on Capital Reserve Funds",0.00,100.00,100.00
01,"Atlantic",0570,"Brigantine City",370,"'","Total Revenues from Local Sources",16123613.00,15941314.00,15891314.00
01,"Atlantic",0570,"Brigantine City",420,"'10-3121","Categorical Transportation Aid",496944.00,496944.00,496944.00
01,"Atlantic",0570,"Brigantine City",430,"'10-3131","Extraordinary Aid",195461.00,0.00,0.00
01,"Atlantic",0570,"Brigantine City",440,"'10-3132","Categorical Special Education Aid",532335.00,532335.00,532335.00
01,"Atlantic",0570,"Brigantine City",470,"'10-3177","Categorical Security Aid",196809.00,196809.00,196809.00
01,"Atlantic",0570,"Brigantine City",480,"'10-3178","Adjustment Aid",969148.00,826474.00,589263.00
01,"Atlantic",0570,"Brigantine City",500,"'10-3XXX","Other State Aids",13462.00,0.00,0.00
01,"Atlantic",0570,"Brigantine City",520,"'","Total Revenues from State Sources",2404159.00,2052562.00,1815351.00
01,"Atlantic",0570,"Brigantine City",540,"'10-4200","Medicaid Reimbursement",0.00,20776.00,0.00
01,"Atlantic",0570,"Brigantine City",570,"'","Total Revenues from Federal Sources",0.00,20776.00,0.00
01,"Atlantic",0570,"Brigantine City",580,"'10-303","Budgeted Fund Balance-Operating Budget",0.00,1687198.00,1950066.00
01,"Atlantic",0570,"Brigantine City",600,"'10-307","Withdrawal from Capital Reserve for Local Share",0.00,530400.00,0.00
01,"Atlantic",0570,"Brigantine City",710,"'","Adjustment for Prior Year Encumbrances",0.00,7892.00,0.00
01,"Atlantic",0570,"Brigantine City",715,"'","Actual Revenues (Over)/Under Expenditures",-1223106.00,0.00,0.00
01,"Atlantic",0570,"Brigantine City",720,"'","Total Operating Budget",17304666.00,20240142.00,19656731.00
01,"Atlantic",0570,"Brigantine City",740,"'20-1XXX","Other Revenue from Local Sources",1600.00,1500.00,0.00
01,"Atlantic",0570,"Brigantine City",745,"'20-1XXX","Total Revenues from Local Sources",1600.00,1500.00,0.00
01,"Atlantic",0570,"Brigantine City",760,"'20-3218","Preschool Education Aid",834399.00,832195.00,898518.00
01,"Atlantic",0570,"Brigantine City",770,"'","Total Revenues from State Sources",834399.00,832195.00,898518.00
01,"Atlantic",0570,"Brigantine City",775,"'20-4411-4416","Title I",287721.00,282917.00,210818.00
01,"Atlantic",0570,"Brigantine City",780,"'20-4451-4455","Title II",39980.00,42610.00,36219.00
01,"Atlantic",0570,"Brigantine City",790,"'20-4471-4474","Title IV",8864.00,22334.00,13172.00
01,"Atlantic",0570,"Brigantine City",805,"'20-4420-4429","I.D.E.A. Part B (Handicapped)",220901.00,217696.00,185042.00
01,"Atlantic",0570,"Brigantine City",830,"'","Total Revenues from Federal Sources",557466.00,565557.00,445251.00
01,"Atlantic",0570,"Brigantine City",835,"'20-5200","Transfers from Operating Budget-Pre-Kindergartenindergartenindergartenindergartenindergarten",13180.00,109034.00,69437.00
01,"Atlantic",0570,"Brigantine City",836,"'20-5200","Transfers from Operating Budget-Pre-Kindergartenindergartenindergartenindergartenindergartenindergar",0.00,0.00,52088.00
01,"Atlantic",0570,"Brigantine City",840,"'","Total Grants and Entitlements",1406645.00,1508286.00,1465294.00
01,"Atlantic",0570,"Brigantine City",1000,"'","Total Revenues/Sources",18711311.00,21748428.00,21122025.00
01,"Atlantic",0570,"Brigantine City",1001,"'20-5200","Deduct Transfer-Transfers from Operating Budget-Pre-Kindergartenindergartenindergartenindergartenind",13180.00,109034.00,69437.00
01,"Atlantic",0570,"Brigantine City",1002,"'20-5200","Deduct Transfer-Transfers from Operating Budget-Pre-Kindergartenindergartenindergartenindergartenind",0.00,0.00,52088.00
01,"Atlantic",0570,"Brigantine City",1010,"'","Total Revenues/Sources Net of Transfers",18698131.00,21639394.00,21000500.00
01,"Atlantic",0590,"Buena Regional",100,"'10-1210","Local Tax Levy",13573781.00,13939054.00,14217835.00
01,"Atlantic",0590,"Buena Regional",190,"'10-1300","Total Tuition",1325491.00,1263570.00,1280000.00
01,"Atlantic",0590,"Buena Regional",250,"'10-1420-1440","Transportation Fees from Other Local Education Authorities",108166.00,100000.00,0.00
01,"Atlantic",0590,"Buena Regional",300,"'10-1XXX","Unrestricted Miscellaneous Revenues",435523.00,291590.00,375000.00
01,"Atlantic",0590,"Buena Regional",340,"'10-1XXX","Interest Earned on Capital Reserve Funds",0.00,1300.00,1400.00
01,"Atlantic",0590,"Buena Regional",370,"'","Total Revenues from Local Sources",15442961.00,15595514.00,15874235.00
01,"Atlantic",0590,"Buena Regional",420,"'10-3121","Categorical Transportation Aid",175973.00,175973.00,175973.00
01,"Atlantic",0590,"Buena Regional",430,"'10-3131","Extraordinary Aid",220842.00,200000.00,200000.00
01,"Atlantic",0590,"Buena Regional",440,"'10-3132","Categorical Special Education Aid",1134901.00,1134901.00,1134901.00
01,"Atlantic",0590,"Buena Regional",460,"'10-3176","Equalization Aid",17468408.00,17269149.00,16907051.00
01,"Atlantic",0590,"Buena Regional",470,"'10-3177","Categorical Security Aid",556813.00,556813.00,556813.00
01,"Atlantic",0590,"Buena Regional",500,"'10-3XXX","Other State Aids",27816.00,0.00,0.00
01,"Atlantic",0590,"Buena Regional",520,"'","Total Revenues from State Sources",19584753.00,19336836.00,18974738.00
01,"Atlantic",0590,"Buena Regional",540,"'10-4200","Medicaid Reimbursement",88861.00,92545.00,81149.00
01,"Atlantic",0590,"Buena Regional",570,"'","Total Revenues from Federal Sources",88861.00,92545.00,81149.00
01,"Atlantic",0590,"Buena Regional",580,"'10-303","Budgeted Fund Balance-Operating Budget",0.00,2130760.00,1758875.00
01,"Atlantic",0590,"Buena Regional",600,"'10-307","Withdrawal from Capital Reserve for Local Share",0.00,370000.00,0.00
01,"Atlantic",0590,"Buena Regional",710,"'","Adjustment for Prior Year Encumbrances",0.00,297435.00,0.00
01,"Atlantic",0590,"Buena Regional",715,"'","Actual Revenues (Over)/Under Expenditures",465435.00,0.00,0.00
01,"Atlantic",0590,"Buena Regional",720,"'","Total Operating Budget",35582010.00,37823090.00,36688997.00
01,"Atlantic",0590,"Buena Regional",740,"'20-1XXX","Other Revenue from Local Sources",118376.00,57390.00,0.00
01,"Atlantic",0590,"Buena Regional",745,"'20-1XXX","Total Revenues from Local Sources",118376.00,57390.00,0.00
01,"Atlantic",0590,"Buena Regional",755,"'20-3218","Preschool Education Aid-Prior Year Carryover",0.00,15314.00,35671.00
01,"Atlantic",0590,"Buena Regional",760,"'20-3218","Preschool Education Aid",417303.00,1472345.00,1562640.00
01,"Atlantic",0590,"Buena Regional",765,"'20-32XX","Other Restricted Entitlements",426844.00,437369.00,350030.00
01,"Atlantic",0590,"Buena Regional",770,"'","Total Revenues from State Sources",844147.00,1925028.00,1948341.00
01,"Atlantic",0590,"Buena Regional",775,"'20-4411-4416","Title I",798484.00,749386.00,636978.00
01,"Atlantic",0590,"Buena Regional",780,"'20-4451-4455","Title II",84099.00,63956.00,54363.00
01,"Atlantic",0590,"Buena Regional",785,"'20-4491-4494","Title III",3546.00,6913.00,5876.00
01,"Atlantic",0590,"Buena Regional",790,"'20-4471-4474","Title IV",17597.00,42072.00,35761.00
01,"Atlantic",0590,"Buena Regional",805,"'20-4420-4429","I.D.E.A. Part B (Handicapped)",698928.00,651360.00,553886.00
01,"Atlantic",0590,"Buena Regional",825,"'20-4XXX","Other",494624.00,500000.00,500000.00
01,"Atlantic",0590,"Buena Regional",830,"'","Total Revenues from Federal Sources",2097278.00,2013687.00,1786864.00
01,"Atlantic",0590,"Buena Regional",840,"'","Total Grants and Entitlements",3059801.00,3996105.00,3735205.00
01,"Atlantic",0590,"Buena Regional",860,"'40-1210","Local Tax Levy",1255412.00,1238095.00,1792809.00
01,"Atlantic",0590,"Buena Regional",885,"'","Total Revenues from Local Sources",1255412.00,1238095.00,1792809.00
01,"Atlantic",0590,"Buena Regional",892,"'40-303","Budgeted Fund Balance",0.00,21470.00,1.00
01,"Atlantic",0590,"Buena Regional",895,"'","Total Local Repayment of Debt",1255412.00,1259565.00,1792810.00
01,"Atlantic",0590,"Buena Regional",935,"'","Total Repayment of Debt",1255412.00,1259565.00,1792810.00
